node,new_parent,asn,experiment_id,previous_rank,new_rank,time
m3-302,m3-309,0x0000004199,3,65535,3176,2018-05-11 11:29:42.673071
m3-302,m3-317,0x0000004199,3,65535,3176,2018-05-11 11:29:42.751567
m3-302,m3-299,0x0000004199,3,65535,3176,2018-05-11 11:29:42.827981
m3-317,m3-338,0x00000041ef,3,65535,1607,2018-05-11 11:29:43.866436
m3-317,m3-314,0x00000041ef,3,65535,1716,2018-05-11 11:29:43.934413
m3-317,m3-322,0x00000041ef,3,65535,1716,2018-05-11 11:29:44.003762
m3-317,m3-313,0x00000041ef,3,65535,1972,2018-05-11 11:29:44.087823
m3-310,m3-318,0x0000004593,3,1919,1293,2018-05-11 11:29:57.984766
m3-318,m3-326,0x0000004913,3,65535,1260,2018-05-11 11:30:11.452089
m3-317,m3-309,0x000000497e,3,65535,3176,2018-05-11 11:30:12.865458
m3-317,m3-310,0x000000497f,3,65535,3541,2018-05-11 11:30:12.940161
m3-310,m3-322,0x000000500f,3,65535,1407,2018-05-11 11:30:38.076235
m3-318,m3-334,0x0000005097,3,65535,1386,2018-05-11 11:30:40.21258
m3-318,m3-314,0x0000005097,3,65535,1716,2018-05-11 11:30:40.287506
