sender,asn,asn_in,seqnum,time
m3-233,0x000013c6c7,0x000013c57e,1010,2018-02-20 16:39:47.79998
m3-261,0x000013c6e5,0x000013c5b6,999,2018-02-20 16:39:48.22522
m3-252,0x000013c6ef,0x000013c5da,1000,2018-02-20 16:39:48.36534
m3-261,0x000013c719,0x000013c5b6,999,2018-02-20 16:39:48.992173
m3-216,0x000013c78d,0x000013c74a,1004,2018-02-20 16:39:50.75199
m3-212,0x000013c78e,0x000013c789,1002,2018-02-20 16:39:50.858501
m3-240,0x000013c794,0x000013c6ac,1003,2018-02-20 16:39:50.928777
m3-249,0x000013c7ac,0x000013c6d7,1000,2018-02-20 16:39:51.185972
m3-252,0x000013c7b3,0x000013c5da,1000,2018-02-20 16:39:51.285774
m3-245,0x000013c7e0,0x000013c74b,1005,2018-02-20 16:39:51.979353
m3-236,0x000013c80e,0x000013c718,1002,2018-02-20 16:39:52.664586
m3-248,0x000013c822,0x000013c7d9,1015,2018-02-20 16:39:52.991835
m3-221,0x000013c848,0x000013c80c,1003,2018-02-20 16:39:53.521349
m3-229,0x000013c855,0x000013c82c,1008,2018-02-20 16:39:53.722811
m3-253,0x000013c873,0x000013c819,1006,2018-02-20 16:39:54.184063
m3-232,0x000013c8a7,0x000013c87f,1008,2018-02-20 16:39:54.963437
m3-244,0x000013c8e1,0x000013c8a4,1007,2018-02-20 16:39:55.843239
m3-225,0x000013c91c,0x000013c8e9,1004,2018-02-20 16:39:56.720448
m3-241,0x000013c93a,0x000013c8c4,1002,2018-02-20 16:39:57.187704
m3-253,0x000013c941,0x000013c819,1006,2018-02-20 16:39:57.28537
m3-260,0x000013c9b1,0x000013c71b,1006,2018-02-20 16:39:58.949173
m3-260,0x000013c9b2,0x000013c71b,1006,2018-02-20 16:39:59.050478
m3-264,0x000013c9bc,0x000013c8e1,1004,2018-02-20 16:39:59.14491
m3-217,0x000013c9d6,0x000013c9d2,1004,2018-02-20 16:39:59.490517
m3-208,0x000013c9da,0x000013c936,1009,2018-02-20 16:39:59.607273
m3-265,0x000013c9e3,0x000013c902,1003,2018-02-20 16:39:59.682113
m3-256,0x000013ca35,0x000013c9e7,1005,2018-02-20 16:40:00.919117
m3-228,0x000013ca77,0x000013ca32,1007,2018-02-20 16:40:01.924085
m3-233,0x000013caaa,0x000013c9ea,1011,2018-02-20 16:40:02.678626
m3-237,0x000013caac,0x000013ca53,1003,2018-02-20 16:40:02.850504
m3-224,0x000013caae,0x000013ca5c,1005,2018-02-20 16:40:02.918248
m3-237,0x000013caaf,0x000013ca53,1003,2018-02-20 16:40:03.008903
m3-261,0x000013cafc,0x000013ca62,1000,2018-02-20 16:40:03.903723
m3-212,0x000013cb67,0x000013cb62,1003,2018-02-20 16:40:05.520788
m3-209,0x000013cb70,0x000013cb5f,1011,2018-02-20 16:40:05.633995
m3-252,0x000013cb8f,0x000013cb6a,1001,2018-02-20 16:40:06.123112
m3-252,0x000013cb99,0x000013cb6a,1001,2018-02-20 16:40:06.268071
m3-257,0x000013cbc6,0x000013c9f4,1001,2018-02-20 16:40:06.932566
m3-216,0x000013cc37,0x000013cbaa,1005,2018-02-20 16:40:08.645954
m3-229,0x000013cc38,0x000013cc0a,1009,2018-02-20 16:40:08.757276
m3-229,0x000013cc3a,0x000013cc0a,1009,2018-02-20 16:40:08.850207
m3-220,0x000013ccbc,0x000013cb08,1004,2018-02-20 16:40:10.615522
m3-260,0x000013cccc,0x000013cb61,1007,2018-02-20 16:40:10.898011
m3-213,0x000013ccf2,0x000013cc7e,1002,2018-02-20 16:40:11.417805
m3-240,0x000013ccfe,0x000013cb88,1004,2018-02-20 16:40:11.606963
m3-249,0x000013cd1d,0x000013cc22,1001,2018-02-20 16:40:12.07742
m3-245,0x000013cd51,0x000013cbb7,1006,2018-02-20 16:40:12.855765
m3-232,0x000013cd54,0x000013cd3c,1009,2018-02-20 16:40:12.917487
m3-244,0x000013cd7f,0x000013cce3,1008,2018-02-20 16:40:13.520005
m3-236,0x000013cd87,0x000013cc71,1003,2018-02-20 16:40:13.635057
m3-221,0x000013cdb9,0x000013ccee,1004,2018-02-20 16:40:14.399442
m3-265,0x000013cdc6,0x000013cd63,1004,2018-02-20 16:40:14.602039
m3-253,0x000013cde4,0x000013cd99,1007,2018-02-20 16:40:15.056887
m3-253,0x000013ce18,0x000013cd99,1007,2018-02-20 16:40:15.829717
m3-217,0x000013ce4d,0x000013ce45,1005,2018-02-20 16:40:16.62537
m3-248,0x000013ce5a,0x000013cd8b,1016,2018-02-20 16:40:16.847518
m3-208,0x000013ce84,0x000013ce58,1010,2018-02-20 16:40:17.456203
m3-225,0x000013ce9c,0x000013ce93,1005,2018-02-20 16:40:17.835649
m3-256,0x000013cedf,0x000013ceba,1006,2018-02-20 16:40:18.805773
m3-225,0x000013cf0d,0x000013ce93,1005,2018-02-20 16:40:19.481982
m3-248,0x000013cf22,0x000013cd8b,1016,2018-02-20 16:40:19.820912
m3-261,0x000013cf54,0x000013cec0,1001,2018-02-20 16:40:20.557303
m3-224,0x000013cf58,0x000013cece,1006,2018-02-20 16:40:20.723498
m3-261,0x000013cf59,0x000013cec0,1001,2018-02-20 16:40:20.811537
m3-241,0x000013cf72,0x000013ceee,1003,2018-02-20 16:40:21.024839
m3-257,0x000013cf7c,0x000013ce7c,1002,2018-02-20 16:40:21.163377
m3-212,0x000013cfa9,0x000013cf86,1004,2018-02-20 16:40:21.839225
m3-264,0x000013cfdc,0x000013cf18,1005,2018-02-20 16:40:22.58906
m3-209,0x000013d01a,0x000013cf72,1012,2018-02-20 16:40:23.563834
m3-233,0x000013d01b,0x000013cf66,1012,2018-02-20 16:40:23.652408
m3-233,0x000013d02a,0x000013cf66,1012,2018-02-20 16:40:23.805183
m3-228,0x000013d039,0x000013d003,1008,2018-02-20 16:40:23.997129
m3-252,0x000013d040,0x000013cf93,1002,2018-02-20 16:40:24.082725
m3-245,0x000013d06d,0x000013cfc6,1007,2018-02-20 16:40:24.773597
m3-213,0x000013d0d5,0x000013d066,1003,2018-02-20 16:40:26.329496
m3-216,0x000013d0e1,0x000013d0c6,1006,2018-02-20 16:40:26.515899
m3-237,0x000013d0e2,0x000013d019,1004,2018-02-20 16:40:26.592626
m3-237,0x000013d0e7,0x000013d019,1004,2018-02-20 16:40:26.666733
m3-236,0x000013d162,0x000013d0f0,1004,2018-02-20 16:40:28.428145
m3-229,0x000013d1a9,0x000013d178,1010,2018-02-20 16:40:29.521461
m3-244,0x000013d1c7,0x000013d184,1009,2018-02-20 16:40:29.963582
m3-232,0x000013d1fe,0x000013d1f0,1010,2018-02-20 16:40:30.792318
m3-232,0x000013d203,0x000013d1f0,1010,2018-02-20 16:40:30.872553
m3-220,0x000013d22d,0x000013d0fd,1005,2018-02-20 16:40:31.492325
m3-240,0x000013d26f,0x000013d0ed,1005,2018-02-20 16:40:32.511857
m3-265,0x000013d270,0x000013d1cf,1005,2018-02-20 16:40:32.608745
m3-249,0x000013d28e,0x000013d1e4,1002,2018-02-20 16:40:32.941374
m3-217,0x000013d293,0x000013d28e,1006,2018-02-20 16:40:33.031916
m3-249,0x000013d295,0x000013d1e4,1002,2018-02-20 16:40:33.147054
m3-217,0x000013d29e,0x000013d28e,1006,2018-02-20 16:40:33.216188
m3-225,0x000013d2f0,0x000013d2b9,1006,2018-02-20 16:40:34.400486
m3-248,0x000013d304,0x000013d297,1017,2018-02-20 16:40:34.745152
m3-241,0x000013d355,0x000013d2e4,1004,2018-02-20 16:40:35.944645
m3-253,0x000013d35c,0x000013d2d3,1008,2018-02-20 16:40:36.071879
m3-256,0x000013d389,0x000013d332,1007,2018-02-20 16:40:36.699055
m3-221,0x000013d3f1,0x000013d317,1005,2018-02-20 16:40:38.244901
m3-208,0x000013d3f5,0x000013d393,1011,2018-02-20 16:40:38.33158
m3-221,0x000013d41a,0x000013d317,1005,2018-02-20 16:40:38.902721
m3-224,0x000013d421,0x000013d3f9,1007,2018-02-20 16:40:38.967176
m3-264,0x000013d486,0x000013d42c,1006,2018-02-20 16:40:40.475552
m3-228,0x000013d492,0x000013d48a,1009,2018-02-20 16:40:40.694784
m3-233,0x000013d4c5,0x000013d447,1013,2018-02-20 16:40:41.445411
m3-237,0x000013d4c7,0x000013d473,1005,2018-02-20 16:40:41.524141
m3-260,0x000013d4e3,0x000013d101,1008,2018-02-20 16:40:41.89837
m3-261,0x000013d517,0x000013d4df,1002,2018-02-20 16:40:42.694504
m3-257,0x000013d5aa,0x000013d48f,1003,2018-02-20 16:40:44.874853
m3-257,0x000013d5b1,0x000013d48f,1003,2018-02-20 16:40:44.981244
m3-212,0x000013d5de,0x000013d5ca,1005,2018-02-20 16:40:45.651007
m3-245,0x000013d5e1,0x000013d482,1008,2018-02-20 16:40:45.732462
m3-260,0x000013d620,0x000013d5b9,1009,2018-02-20 16:40:46.693918
m3-260,0x000013d622,0x000013d5b9,1009,2018-02-20 16:40:46.80847
m3-213,0x000013d646,0x000013d5f3,1004,2018-02-20 16:40:47.210115
m3-209,0x000013d652,0x000013d5c9,1013,2018-02-20 16:40:47.386582
m3-240,0x000013d659,0x000013d531,1006,2018-02-20 16:40:47.504898
m3-252,0x000013d671,0x000013d5bf,1003,2018-02-20 16:40:47.851759
m3-240,0x000013d719,0x000013d531,1006,2018-02-20 16:40:50.371745
m3-240,0x000013d720,0x000013d531,1006,2018-02-20 16:40:50.485242
m3-249,0x000013d738,0x000013d6f9,1003,2018-02-20 16:40:50.819364
m3-232,0x000013d742,0x000013d734,1011,2018-02-20 16:40:50.980148
m3-244,0x000013d79a,0x000013d741,1010,2018-02-20 16:40:52.284288
m3-236,0x000013d7a2,0x000013d6ca,1005,2018-02-20 16:40:52.396392
m3-241,0x000013d7ae,0x000013d766,1005,2018-02-20 16:40:52.628672
m3-216,0x000013d7e0,0x000013d6f2,1007,2018-02-20 16:40:53.351285
m3-265,0x000013d7e1,0x000013d71e,1006,2018-02-20 16:40:53.483246
m3-221,0x000013d7e5,0x000013d771,1006,2018-02-20 16:40:53.595592
m3-224,0x000013d7fd,0x000013d7cc,1008,2018-02-20 16:40:53.810786
m3-225,0x000013d869,0x000013d81d,1007,2018-02-20 16:40:55.378855
m3-229,0x000013d86d,0x000013d7d4,1011,2018-02-20 16:40:55.473125
m3-208,0x000013d89f,0x000013d7f7,1012,2018-02-20 16:40:56.210255
m3-217,0x000013d8f3,0x000013d8e7,1007,2018-02-20 16:40:57.494229
m3-253,0x000013d928,0x000013d7d3,1009,2018-02-20 16:40:58.248392
m3-248,0x000013d93c,0x000013d79b,1018,2018-02-20 16:40:58.59272
m3-256,0x000013d96f,0x000013d951,1008,2018-02-20 16:40:59.314894
m3-237,0x000013d98d,0x000013d8ea,1006,2018-02-20 16:40:59.856474
m3-245,0x000013d9c1,0x000013d951,1009,2018-02-20 16:41:00.549004
m3-261,0x000013d9c4,0x000013d8dc,1003,2018-02-20 16:41:00.626637
m3-264,0x000013d9f7,0x000013d9d5,1007,2018-02-20 16:41:01.363736
m3-233,0x000013da36,0x000013d98f,1014,2018-02-20 16:41:02.30145
m3-220,0x000013daba,0x000013d6d8,1006,2018-02-20 16:41:04.294959
m3-228,0x000013daca,0x000013dac1,1010,2018-02-20 16:41:04.544202
m3-209,0x000013dafc,0x000013da98,1014,2018-02-20 16:41:05.282361
m3-236,0x000013db7d,0x000013db00,1006,2018-02-20 16:41:07.197056
m3-244,0x000013db89,0x000013db4b,1011,2018-02-20 16:41:07.413499
m3-260,0x000013db91,0x000013da90,1010,2018-02-20 16:41:07.546803
m3-216,0x000013dbc3,0x000013db7b,1008,2018-02-20 16:41:08.263274
m3-240,0x000013dbca,0x000013da3b,1007,2018-02-20 16:41:08.365317
m3-249,0x000013dbe2,0x000013db9a,1004,2018-02-20 16:41:08.741723
m3-257,0x000013dbec,0x000013dac3,1004,2018-02-20 16:41:08.877363
m3-212,0x000013dc2e,0x000013dc25,1006,2018-02-20 16:41:09.857323
m3-232,0x000013dc4c,0x000013dc1c,1012,2018-02-20 16:41:10.299048
m3-236,0x000013dc50,0x000013db00,1006,2018-02-20 16:41:10.431319
m3-236,0x000013dc52,0x000013db00,1006,2018-02-20 16:41:10.497381
m3-213,0x000013dc7e,0x000013dbbf,1005,2018-02-20 16:41:11.049615
m3-229,0x000013dc9a,0x000013dc08,1012,2018-02-20 16:41:11.515186
m3-252,0x000013dca9,0x000013da99,1004,2018-02-20 16:41:11.720894
m3-220,0x000013dd0f,0x000013dd04,1007,2018-02-20 16:41:13.232827
m3-248,0x000013dd1f,0x000013dcb1,1019,2018-02-20 16:41:13.497202
m3-221,0x000013dd45,0x000013dc3d,1007,2018-02-20 16:41:14.036987
m3-225,0x000013dd54,0x000013dd4a,1008,2018-02-20 16:41:14.289359
m3-241,0x000013dd70,0x000013dd2b,1006,2018-02-20 16:41:14.723486
m3-241,0x000013dd77,0x000013dd2b,1006,2018-02-20 16:41:14.812454
m3-265,0x000013dda4,0x000013dc5e,1007,2018-02-20 16:41:15.465399
m3-208,0x000013de10,0x000013dd71,1013,2018-02-20 16:41:17.108094
m3-256,0x000013de19,0x000013dde7,1009,2018-02-20 16:41:17.205197
m3-224,0x000013de1d,0x000013ddeb,1009,2018-02-20 16:41:17.319999
m3-224,0x000013de35,0x000013ddeb,1009,2018-02-20 16:41:17.681837
m3-237,0x000013de37,0x000013dde8,1007,2018-02-20 16:41:17.739912
m3-261,0x000013dee0,0x000013de4c,1004,2018-02-20 16:41:20.192608
m3-217,0x000013df0e,0x000013df0a,1008,2018-02-20 16:41:20.880498
m3-253,0x000013df32,0x000013de07,1010,2018-02-20 16:41:21.431985
m3-236,0x000013df6c,0x000013dee4,1007,2018-02-20 16:41:22.327626
m3-260,0x000013df74,0x000013df29,1011,2018-02-20 16:41:22.442295
m3-264,0x000013df7d,0x000013defa,1008,2018-02-20 16:41:22.537239
m3-209,0x000013dfa6,0x000013df22,1015,2018-02-20 16:41:23.194947
m3-244,0x000013dfc5,0x000013df9d,1012,2018-02-20 16:41:23.654514
m3-245,0x000013dff9,0x000013dec6,1010,2018-02-20 16:41:24.412255
m3-233,0x000013e06e,0x000013df71,1015,2018-02-20 16:41:26.170507
m3-252,0x000013e08c,0x000013dea7,1005,2018-02-20 16:41:26.622425
m3-228,0x000013e093,0x000013e08b,1011,2018-02-20 16:41:26.812449
m3-252,0x000013e096,0x000013dea7,1005,2018-02-20 16:41:26.898684
m3-257,0x000013e0c0,0x000013dfa4,1005,2018-02-20 16:41:27.388561
m3-257,0x000013e0c3,0x000013dfa4,1005,2018-02-20 16:41:27.45196
m3-220,0x000013e0f2,0x000013e0ec,1008,2018-02-20 16:41:28.144555
m3-212,0x000013e12b,0x000013e124,1007,2018-02-20 16:41:29.010326
m3-240,0x000013e134,0x000013e06e,1008,2018-02-20 16:41:29.129265
m3-249,0x000013e153,0x000013dfd8,1005,2018-02-20 16:41:29.599165
m3-232,0x000013e15d,0x000013e153,1013,2018-02-20 16:41:29.764308
m3-232,0x000013e187,0x000013e153,1013,2018-02-20 16:41:30.372955
m3-229,0x000013e1b5,0x000013e122,1013,2018-02-20 16:41:31.044743
m3-241,0x000013e1c9,0x000013e173,1007,2018-02-20 16:41:31.403241
m3-213,0x000013e1ef,0x000013e163,1006,2018-02-20 16:41:31.92437
m3-216,0x000013e1fb,0x000013e167,1009,2018-02-20 16:41:32.11452
m3-265,0x000013e1fc,0x000013e196,1008,2018-02-20 16:41:32.194581
m3-221,0x000013e200,0x000013e149,1008,2018-02-20 16:41:32.264255
m3-208,0x000013e2ba,0x000013e22f,1014,2018-02-20 16:41:34.988421
m3-225,0x000013e2c3,0x000013e2bc,1009,2018-02-20 16:41:35.125882
m3-224,0x000013e2c7,0x000013e243,1010,2018-02-20 16:41:35.266281
m3-261,0x000013e315,0x000013e256,1005,2018-02-20 16:41:36.348303
m3-248,0x000013e357,0x000013e307,1020,2018-02-20 16:41:37.356003
m3-256,0x000013e38a,0x000013e35d,1010,2018-02-20 16:41:38.083419
m3-252,0x000013e3a8,0x000013e2dd,1006,2018-02-20 16:41:38.552201
m3-253,0x000013e3b2,0x000013e314,1011,2018-02-20 16:41:38.71482
m3-253,0x000013e3dc,0x000013e314,1011,2018-02-20 16:41:39.33091
m3-244,0x000013e427,0x000013e3dc,1013,2018-02-20 16:41:40.439554
m3-237,0x000013e451,0x000013e3d2,1008,2018-02-20 16:41:41.077126
m3-249,0x000013e476,0x000013e413,1006,2018-02-20 16:41:41.62892
m3-252,0x000013e479,0x000013e2dd,1006,2018-02-20 16:41:41.695309
m3-252,0x000013e4a3,0x000013e2dd,1006,2018-02-20 16:41:42.301146
m3-236,0x000013e4d1,0x000013e3c5,1008,2018-02-20 16:41:42.972642
m3-264,0x000013e4d9,0x000013e46c,1009,2018-02-20 16:41:43.092404
m3-217,0x000013e50b,0x000013e4ea,1009,2018-02-20 16:41:43.849135
m3-209,0x000013e517,0x000013e4ad,1016,2018-02-20 16:41:44.054223
m3-228,0x000013e53d,0x000013e538,1012,2018-02-20 16:41:44.595596
m3-216,0x000013e5de,0x000013e590,1010,2018-02-20 16:41:47.022829
m3-257,0x000013e5fd,0x000013e481,1006,2018-02-20 16:41:47.485957
m3-245,0x000013e631,0x000013e49a,1011,2018-02-20 16:41:48.261738
m3-232,0x000013e667,0x000013e656,1014,2018-02-20 16:41:49.060869
m3-221,0x000013e699,0x000013e655,1009,2018-02-20 16:41:49.827022
m3-240,0x000013e6a5,0x000013e5d8,1009,2018-02-20 16:41:50.051018
m3-233,0x000013e6a6,0x000013e5b1,1016,2018-02-20 16:41:50.137932
m3-224,0x000013e6aa,0x000013e68a,1011,2018-02-20 16:41:50.235158
m3-265,0x000013e6ab,0x000013e636,1009,2018-02-20 16:41:50.329546
m3-212,0x000013e6c4,0x000013e6b8,1008,2018-02-20 16:41:50.45912
m3-261,0x000013e6f8,0x000013e629,1006,2018-02-20 16:41:51.235061
m3-229,0x000013e726,0x000013e6a5,1014,2018-02-20 16:41:51.922971
m3-213,0x000013e760,0x000013e73c,1007,2018-02-20 16:41:52.811577
m3-208,0x000013e764,0x000013e6e0,1015,2018-02-20 16:41:52.930689
m3-241,0x000013e78b,0x000013e712,1008,2018-02-20 16:41:53.447622
m3-256,0x000013e7bf,0x000013e7af,1011,2018-02-20 16:41:54.219697
m3-220,0x000013e7f1,0x000013e73a,1009,2018-02-20 16:41:54.976726
m3-260,0x000013e801,0x000013e50d,1012,2018-02-20 16:41:55.244873
m3-225,0x000013e8bc,0x000013e86a,1010,2018-02-20 16:41:58.004993
m3-209,0x000013e918,0x000013e915,1017,2018-02-20 16:41:59.436973
m3-252,0x000013e919,0x000013e81e,1007,2018-02-20 16:41:59.505182
m3-253,0x000013e923,0x000013e8a8,1012,2018-02-20 16:41:59.653136
m3-236,0x000013e97b,0x000013e886,1009,2018-02-20 16:42:00.872557
m3-236,0x000013e983,0x000013e886,1009,2018-02-20 16:42:01.017031
m3-248,0x000013e98f,0x000013e91a,1021,2018-02-20 16:42:01.192189
m3-244,0x000013e9af,0x000013e945,1014,2018-02-20 16:42:01.660126
m3-237,0x000013e9c2,0x000013e8bd,1009,2018-02-20 16:42:01.986769
m3-237,0x000013e9c7,0x000013e8bd,1009,2018-02-20 16:42:02.071916
m3-249,0x000013e9e0,0x000013e91d,1007,2018-02-20 16:42:02.390878
m3-264,0x000013ea4a,0x000013e9d7,1010,2018-02-20 16:42:03.994959
m3-217,0x000013ea8d,0x000013ea7a,1010,2018-02-20 16:42:05.018199
m3-228,0x000013eaa7,0x000013ea74,1013,2018-02-20 16:42:05.368779
m3-228,0x000013eab1,0x000013ea74,1013,2018-02-20 16:42:05.524876
m3-257,0x000013eade,0x000013e973,1007,2018-02-20 16:42:06.195158
m3-232,0x000013eb11,0x000013eaf5,1015,2018-02-20 16:42:06.971117
m3-229,0x000013eb15,0x000013ea8a,1015,2018-02-20 16:42:07.11184
m3-221,0x000013eb43,0x000013eb05,1010,2018-02-20 16:42:07.697936
m3-216,0x000013eb4f,0x000013eb0c,1011,2018-02-20 16:42:08.003513
m3-261,0x000013eb50,0x000013ea2e,1007,2018-02-20 16:42:08.13321
m3-224,0x000013eb54,0x000013ea8d,1012,2018-02-20 16:42:08.228375
m3-265,0x000013eb55,0x000013eac5,1010,2018-02-20 16:42:08.306262
m3-212,0x000013eb6e,0x000013eb6d,1009,2018-02-20 16:42:08.72989
m3-241,0x000013eba2,0x000013eb75,1009,2018-02-20 16:42:09.153785
m3-260,0x000013ebe4,0x000013ea88,1013,2018-02-20 16:42:10.178774
m3-241,0x000013ebe5,0x000013eb75,1009,2018-02-20 16:42:10.272856
m3-213,0x000013ec0a,0x000013eb84,1008,2018-02-20 16:42:10.679843
m3-208,0x000013ec0e,0x000013eb9b,1016,2018-02-20 16:42:10.755638
m3-240,0x000013ec16,0x000013eb4d,1010,2018-02-20 16:42:10.874965
m3-233,0x000013ec17,0x000013eb33,1017,2018-02-20 16:42:10.948129
m3-256,0x000013ec35,0x000013eb9f,1012,2018-02-20 16:42:11.366265
m3-245,0x000013ec69,0x000013ea4e,1012,2018-02-20 16:42:12.109522
m3-256,0x000013ec6c,0x000013eb9f,1012,2018-02-20 16:42:12.165319
m3-220,0x000013ec9b,0x000013ec8f,1010,2018-02-20 16:42:12.852743
m3-244,0x000013ed30,0x000013ed22,1015,2018-02-20 16:42:15.097962
m3-225,0x000013eda7,0x000013ed9d,1011,2018-02-20 16:42:16.860368
m3-252,0x000013edc4,0x000013ecf3,1008,2018-02-20 16:42:17.307406
m3-248,0x000013ee39,0x000013edd5,1022,2018-02-20 16:42:19.09783
m3-209,0x000013ee6b,0x000013ee0a,1018,2018-02-20 16:42:19.856244
m3-249,0x000013ee8a,0x000013ede2,1008,2018-02-20 16:42:20.310535
m3-253,0x000013ee91,0x000013edaf,1013,2018-02-20 16:42:20.44324
m3-261,0x000013eebe,0x000013ee2b,1008,2018-02-20 16:42:21.071907
m3-261,0x000013eeec,0x000013ee2b,1008,2018-02-20 16:42:21.750929
m3-264,0x000013ef09,0x000013eea2,1011,2018-02-20 16:42:22.184372
m3-212,0x000013ef85,0x000013ef65,1010,2018-02-20 16:42:24.052044
m3-228,0x000013ef88,0x000013ef64,1014,2018-02-20 16:42:24.110792
m3-257,0x000013ef8d,0x000013ee18,1008,2018-02-20 16:42:24.228361
m3-236,0x000013efb3,0x000013eebe,1010,2018-02-20 16:42:24.727282
m3-217,0x000013efed,0x000013efdd,1011,2018-02-20 16:42:25.597576
m3-208,0x000013eff1,0x000013efce,1017,2018-02-20 16:42:25.785934
m3-233,0x000013effa,0x000013ef7c,1018,2018-02-20 16:42:25.851761
m3-265,0x000013effc,0x000013ef05,1011,2018-02-20 16:42:25.919652
m3-265,0x000013efff,0x000013ef05,1011,2018-02-20 16:42:26.009733
m3-237,0x000013f018,0x000013ef01,1010,2018-02-20 16:42:26.242956
m3-245,0x000013f04c,0x000013eede,1013,2018-02-20 16:42:27.020953
m3-232,0x000013f04f,0x000013f039,1016,2018-02-20 16:42:27.086073
m3-256,0x000013f07a,0x000013f02c,1013,2018-02-20 16:42:27.69626
m3-256,0x000013f082,0x000013f02c,1013,2018-02-20 16:42:27.814353
m3-236,0x000013f086,0x000013eebe,1010,2018-02-20 16:42:27.923496
m3-229,0x000013f0c1,0x000013f031,1016,2018-02-20 16:42:28.790792
m3-224,0x000013f0c5,0x000013f0a3,1013,2018-02-20 16:42:28.921318
m3-221,0x000013f17b,0x000013f119,1011,2018-02-20 16:42:31.565945
m3-216,0x000013f187,0x000013f0eb,1012,2018-02-20 16:42:31.757977
m3-241,0x000013f1a6,0x000013f13e,1010,2018-02-20 16:42:32.220763
m3-244,0x000013f1ad,0x000013f169,1016,2018-02-20 16:42:32.291583
m3-244,0x000013f1da,0x000013f169,1016,2018-02-20 16:42:32.987576
m3-260,0x000013f21c,0x000013f0c4,1014,2018-02-20 16:42:33.994342
m3-213,0x000013f242,0x000013f186,1009,2018-02-20 16:42:34.542575
m3-240,0x000013f24e,0x000013f0f0,1011,2018-02-20 16:42:34.739153
m3-261,0x000013f2a1,0x000013f24a,1009,2018-02-20 16:42:35.987854
m3-220,0x000013f2d3,0x000013f1d4,1011,2018-02-20 16:42:36.738121
m3-264,0x000013f2d7,0x000013f2c4,1012,2018-02-20 16:42:36.812719
m3-209,0x000013f315,0x000013f2ac,1019,2018-02-20 16:42:37.750859
m3-225,0x000013f316,0x000013f2db,1012,2018-02-20 16:42:37.992307
m3-252,0x000013f334,0x000013f252,1009,2018-02-20 16:42:38.205923
m3-245,0x000013f368,0x000013f324,1014,2018-02-20 16:42:38.954001
m3-236,0x000013f396,0x000013f2a1,1011,2018-02-20 16:42:39.622948
m3-228,0x000013f3aa,0x000013f366,1015,2018-02-20 16:42:39.965772
m3-217,0x000013f3d0,0x000013f3c2,1012,2018-02-20 16:42:40.496687
m3-233,0x000013f3df,0x000013f371,1019,2018-02-20 16:42:40.722032
m3-257,0x000013f3fb,0x000013f30f,1009,2018-02-20 16:42:41.170782
m3-212,0x000013f45d,0x000013f447,1011,2018-02-20 16:42:42.625536
m3-248,0x000013f471,0x000013f404,1023,2018-02-20 16:42:42.950824
m3-208,0x000013f49b,0x000013f432,1018,2018-02-20 16:42:43.546716
m3-229,0x000013f4a4,0x000013f45d,1017,2018-02-20 16:42:43.669772
m3-237,0x000013f4a6,0x000013f443,1011,2018-02-20 16:42:43.851849
m3-224,0x000013f4a8,0x000013f499,1014,2018-02-20 16:42:43.969772
m3-237,0x000013f4ad,0x000013f443,1011,2018-02-20 16:42:44.062227
m3-249,0x000013f4c2,0x000013f3f2,1009,2018-02-20 16:42:44.172081
m3-253,0x000013f4c9,0x000013f3df,1014,2018-02-20 16:42:44.227488
m3-232,0x000013f56b,0x000013f564,1017,2018-02-20 16:42:46.677254
m3-256,0x000013f570,0x000013f4ed,1014,2018-02-20 16:42:46.811185
m3-265,0x000013f589,0x000013f4de,1012,2018-02-20 16:42:47.133442
m3-213,0x000013f625,0x000013f575,1010,2018-02-20 16:42:49.460522
m3-241,0x000013f650,0x000013f62f,1011,2018-02-20 16:42:50.114557
m3-216,0x000013f6f8,0x000013f69b,1013,2018-02-20 16:42:52.625326
m3-240,0x000013f6ff,0x000013f621,1012,2018-02-20 16:42:52.723608
m3-244,0x000013f74e,0x000013f73a,1017,2018-02-20 16:42:53.925821
m3-220,0x000013f77d,0x000013f705,1012,2018-02-20 16:42:54.633126
m3-225,0x000013f781,0x000013f73c,1013,2018-02-20 16:42:54.792217
m3-264,0x000013f785,0x000013f763,1013,2018-02-20 16:42:54.871356
m3-221,0x000013f7b3,0x000013f6e5,1012,2018-02-20 16:42:55.424763
m3-261,0x000013f7c0,0x000013f6b0,1010,2018-02-20 16:42:55.631394
m3-228,0x000013f7e5,0x000013f7d7,1016,2018-02-20 16:42:56.173163
m3-260,0x000013f854,0x000013f65b,1015,2018-02-20 16:42:57.861898
m3-217,0x000013f8a3,0x000013f88e,1013,2018-02-20 16:42:59.069012
m3-257,0x000013f8a5,0x000013f79d,1010,2018-02-20 16:42:59.153156
m3-212,0x000013f92f,0x000013f92a,1012,2018-02-20 16:43:01.101423
m3-209,0x000013f94d,0x000013f8a9,1020,2018-02-20 16:43:01.585849
m3-233,0x000013f94e,0x000013f88b,1020,2018-02-20 16:43:01.65956
m3-252,0x000013f96c,0x000013f807,1010,2018-02-20 16:43:02.044175
m3-245,0x000013f9a0,0x000013f89d,1015,2018-02-20 16:43:02.807979
m3-236,0x000013f9ce,0x000013f81f,1012,2018-02-20 16:43:03.480727
m3-248,0x000013f9e2,0x000013f9a1,1024,2018-02-20 16:43:03.849157
m3-208,0x000013fa0c,0x000013f9ec,1019,2018-02-20 16:43:04.442514
