node,destination,asn,iana_6top_cmd,requested_cell,time
m3-237,m3-229,0x000000aaec,1,1,2018-02-20 10:27:03.552899
m3-229,m3-220,0x000000ab73,6,0,2018-02-20 10:27:05.532014
m3-236,m3-216,0x000000abb3,1,1,2018-02-20 10:27:06.512271
m3-224,m3-217,0x000000abb3,1,1,2018-02-20 10:27:06.513245
m3-260,m3-224,0x000000abb3,1,1,2018-02-20 10:27:06.515172
m3-252,m3-224,0x000000abb6,2,2,2018-02-20 10:27:06.562391
m3-237,m3-229,0x000000ac7a,1,1,2018-02-20 10:27:09.534799
m3-244,m3-220,0x000000ac7a,1,2,2018-02-20 10:27:09.5623
m3-233,m3-225,0x000000ac7a,1,1,2018-02-20 10:27:09.57007
m3-216,m3-217,0x000000ac89,1,3,2018-02-20 10:27:09.700578
m3-244,m3-220,0x000000ad41,1,2,2018-02-20 10:27:12.470341
m3-260,m3-224,0x000000ad41,1,1,2018-02-20 10:27:12.486762
m3-217,m3-209,0x000000ad41,1,3,2018-02-20 10:27:12.496547
m3-217,m3-209,0x000000ae08,1,3,2018-02-20 10:27:15.458989
m3-244,m3-220,0x000000ae08,1,2,2018-02-20 10:27:15.463817
m3-236,m3-216,0x000000ae08,1,1,2018-02-20 10:27:15.467745
m3-224,m3-217,0x000000aecf,1,1,2018-02-20 10:27:18.41763
m3-260,m3-224,0x000000af96,1,1,2018-02-20 10:27:21.420844
m3-236,m3-225,0x000000af96,1,1,2018-02-20 10:27:21.421519
m3-240,m3-212,0x000000afab,1,1,2018-02-20 10:27:21.719572
m3-221,m3-228,0x000000afdd,6,0,2018-02-20 10:27:22.462426
m3-217,m3-209,0x000000b05d,1,3,2018-02-20 10:27:24.380604
m3-216,m3-217,0x000000b06c,1,3,2018-02-20 10:27:24.60416
m3-260,m3-224,0x000000b124,1,1,2018-02-20 10:27:27.391412
m3-252,m3-224,0x000000b127,2,2,2018-02-20 10:27:27.499941
m3-220,m3-207,0x000000b13b,1,2,2018-02-20 10:27:27.731767
m3-240,m3-228,0x000000b1a4,6,0,2018-02-20 10:27:29.300557
m3-216,m3-217,0x000000b1fa,1,3,2018-02-20 10:27:30.617379
m3-228,m3-216,0x000000b200,1,3,2018-02-20 10:27:30.660863
m3-261,m3-252,0x000000b2b2,1,1,2018-02-20 10:27:33.365914
m3-252,m3-224,0x000000b2b2,1,1,2018-02-20 10:27:33.368412
m3-257,m3-252,0x000000b2b2,1,1,2018-02-20 10:27:33.376042
m3-228,m3-216,0x000000b2c7,1,3,2018-02-20 10:27:33.641017
m3-229,m3-220,0x000000b2e8,6,0,2018-02-20 10:27:34.134801
m3-245,m3-249,0x000000b379,1,1,2018-02-20 10:27:36.315536
m3-260,m3-224,0x000000b379,1,1,2018-02-20 10:27:36.317935
m3-252,m3-224,0x000000b440,1,1,2018-02-20 10:27:39.313618
m3-257,m3-252,0x000000b440,1,1,2018-02-20 10:27:39.337856
m3-233,m3-225,0x000000b440,1,1,2018-02-20 10:27:39.346267
m3-217,m3-209,0x000000b440,1,3,2018-02-20 10:27:39.35166
m3-220,m3-207,0x000000b457,1,2,2018-02-20 10:27:39.656843
m3-225,m3-212,0x000000b507,1,1,2018-02-20 10:27:42.310902
m3-217,m3-209,0x000000b507,1,3,2018-02-20 10:27:42.316762
m3-261,m3-252,0x000000b507,1,1,2018-02-20 10:27:42.324514
m3-236,m3-216,0x000000b5ab,6,0,2018-02-20 10:27:44.731431
m3-260,m3-224,0x000000b5ce,1,1,2018-02-20 10:27:45.256841
m3-252,m3-224,0x000000b5ce,1,2,2018-02-20 10:27:45.267978
m3-212,m3-207,0x000000b695,1,1,2018-02-20 10:27:48.27379
m3-217,m3-209,0x000000b695,1,2,2018-02-20 10:27:48.281598
m3-257,m3-252,0x000000b695,1,1,2018-02-20 10:27:48.297714
m3-241,m3-212,0x000000b6a2,1,2,2018-02-20 10:27:48.427814
m3-240,m3-220,0x000000b6aa,1,1,2018-02-20 10:27:48.551541
m3-228,m3-216,0x000000b6aa,1,3,2018-02-20 10:27:48.574675
m3-236,m3-225,0x000000b75c,1,1,2018-02-20 10:27:51.221076
m3-221,m3-212,0x000000b823,1,1,2018-02-20 10:27:54.203215
m3-240,m3-220,0x000000b838,1,1,2018-02-20 10:27:54.523509
m3-236,m3-225,0x000000b8ea,1,1,2018-02-20 10:27:57.207605
m3-252,m3-224,0x000000b8ea,1,2,2018-02-20 10:27:57.225003
m3-241,m3-212,0x000000b8f7,1,2,2018-02-20 10:27:57.373787
m3-216,m3-217,0x000000b8fe,1,3,2018-02-20 10:27:57.489683
m3-228,m3-216,0x000000b8ff,1,1,2018-02-20 10:27:57.504022
m3-244,m3-212,0x000000b901,1,2,2018-02-20 10:27:57.54486
m3-245,m3-249,0x000000b9b1,1,1,2018-02-20 10:28:00.190216
m3-256,m3-257,0x000000b9b1,1,1,2018-02-20 10:28:00.194504
m3-212,m3-207,0x000000b9b1,1,1,2018-02-20 10:28:00.206449
m3-217,m3-209,0x000000b9b9,1,3,2018-02-20 10:28:00.297782
m3-240,m3-220,0x000000b9c6,1,1,2018-02-20 10:28:00.464724
m3-216,m3-217,0x000000b9c5,1,3,2018-02-20 10:28:00.516465
m3-229,m3-220,0x000000ba5c,6,0,2018-02-20 10:28:02.724716
m3-241,m3-212,0x000000ba85,1,2,2018-02-20 10:28:03.334955
m3-216,m3-217,0x000000ba8c,1,3,2018-02-20 10:28:03.455854
m3-257,m3-252,0x000000bb3f,1,2,2018-02-20 10:28:06.1222
m3-236,m3-225,0x000000bb3f,1,1,2018-02-20 10:28:06.138815
m3-249,m3-241,0x000000bb4c,1,1,2018-02-20 10:28:06.320065
m3-212,m3-207,0x000000bc06,1,1,2018-02-20 10:28:09.109911
m3-217,m3-209,0x000000bc0e,1,3,2018-02-20 10:28:09.228553
m3-237,m3-224,0x000000bccd,1,1,2018-02-20 10:28:12.09192
m3-225,m3-212,0x000000bccd,1,1,2018-02-20 10:28:12.17381
m3-217,m3-209,0x000000bcd5,1,1,2018-02-20 10:28:12.230588
m3-241,m3-212,0x000000bcda,1,2,2018-02-20 10:28:12.297574
m3-220,m3-207,0x000000bce4,1,2,2018-02-20 10:28:12.467018
m3-252,m3-224,0x000000be5b,1,3,2018-02-20 10:28:18.064462
m3-228,m3-216,0x000000be70,1,1,2018-02-20 10:28:18.369703
m3-220,m3-207,0x000000be72,1,1,2018-02-20 10:28:18.416036
m3-264,m3-240,0x000000bf22,1,1,2018-02-20 10:28:21.053528
m3-212,m3-207,0x000000bf22,1,1,2018-02-20 10:28:21.054522
m3-241,m3-212,0x000000bf2f,1,2,2018-02-20 10:28:21.258131
m3-249,m3-241,0x000000bf2f,1,1,2018-02-20 10:28:21.269312
m3-260,m3-240,0x000000bfe9,1,1,2018-02-20 10:28:24.023572
m3-249,m3-241,0x000000c0bd,1,1,2018-02-20 10:28:27.192287
m3-264,m3-240,0x000000c177,1,1,2018-02-20 10:28:29.981901
m3-229,m3-220,0x000000c1d0,6,0,2018-02-20 10:28:31.312456
m3-249,m3-241,0x000000c24b,1,1,2018-02-20 10:28:33.157811
m3-216,m3-217,0x000000c252,1,3,2018-02-20 10:28:33.270894
m3-244,m3-212,0x000000c255,1,2,2018-02-20 10:28:33.331623
m3-217,m3-209,0x000000c318,1,3,2018-02-20 10:28:36.216449
m3-212,m3-207,0x000000c3cc,1,1,2018-02-20 10:28:38.923127
m3-209,m3-207,0x000000c3d0,1,1,2018-02-20 10:28:38.983894
m3-249,m3-241,0x000000c3d9,1,1,2018-02-20 10:28:39.11249
m3-240,m3-220,0x000000c3e1,1,3,2018-02-20 10:28:39.242335
m3-244,m3-212,0x000000c3e3,1,2,2018-02-20 10:28:39.284579
m3-257,m3-240,0x000000c493,1,2,2018-02-20 10:28:41.912907
m3-216,m3-217,0x000000c4a7,1,3,2018-02-20 10:28:42.400313
m3-216,m3-217,0x000000c56f,1,1,2018-02-20 10:28:45.230175
m3-217,m3-209,0x000000c56f,1,2,2018-02-20 10:28:45.231731
m3-237,m3-224,0x000000c621,1,1,2018-02-20 10:28:47.869831
m3-209,m3-207,0x000000c625,1,1,2018-02-20 10:28:47.928098
m3-249,m3-241,0x000000c62e,1,1,2018-02-20 10:28:48.060962
m3-217,m3-209,0x000000c636,1,2,2018-02-20 10:28:48.182631
m3-212,m3-207,0x000000c6e8,1,1,2018-02-20 10:28:50.865879
m3-257,m3-240,0x000000c6e8,1,2,2018-02-20 10:28:50.870876
m3-249,m3-241,0x000000c6f5,1,1,2018-02-20 10:28:51.057076
m3-217,m3-209,0x000000c6fd,6,0,2018-02-20 10:28:51.240909
m3-216,m3-217,0x000000c6fd,1,1,2018-02-20 10:28:51.356763
m3-228,m3-216,0x000000c7c4,1,1,2018-02-20 10:28:54.183002
m3-220,m3-207,0x000000c7c6,1,3,2018-02-20 10:28:54.197636
m3-240,m3-228,0x000000c7d9,6,0,2018-02-20 10:28:54.463449
m3-237,m3-224,0x000000c876,1,1,2018-02-20 10:28:56.811731
m3-237,m3-224,0x000000c93d,1,1,2018-02-20 10:28:59.792248
m3-229,m3-220,0x000000c945,6,0,2018-02-20 10:28:59.923314
m3-217,m3-209,0x000000c952,1,3,2018-02-20 10:29:00.130103
m3-228,m3-216,0x000000c952,1,1,2018-02-20 10:29:00.135471
m3-217,m3-209,0x000000cae0,1,3,2018-02-20 10:29:06.114571
m3-217,m3-209,0x000000cba7,1,3,2018-02-20 10:29:09.059771
m3-220,m3-207,0x000000cba9,1,3,2018-02-20 10:29:09.195394
m3-216,m3-207,0x000000cc6e,1,3,2018-02-20 10:29:12.037318
m3-244,m3-220,0x000000ccc9,6,0,2018-02-20 10:29:13.404241
m3-217,m3-209,0x000000cd37,1,3,2018-02-20 10:29:15.081005
m3-217,m3-209,0x000000cdfe,1,2,2018-02-20 10:29:18.054241
m3-245,m3-212,0x000000ceae,1,1,2018-02-20 10:29:20.672208
m3-224,m3-217,0x000000ceb1,2,2,2018-02-20 10:29:20.724657
m3-209,m3-207,0x000000cec5,1,1,2018-02-20 10:29:21.020703
m3-240,m3-228,0x000000cf3f,6,0,2018-02-20 10:29:22.89905
m3-228,m3-216,0x000000cf8a,1,1,2018-02-20 10:29:24.001852
m3-216,m3-207,0x000000cf8a,1,3,2018-02-20 10:29:24.012896
m3-229,m3-220,0x000000d0b9,6,0,2018-02-20 10:29:28.517378
m3-216,m3-217,0x000000d0f3,6,0,2018-02-20 10:29:29.375487
m3-216,m3-207,0x000000d117,1,3,2018-02-20 10:29:29.915729
m3-217,m3-209,0x000000d11a,2,2,2018-02-20 10:29:29.972541
m3-217,m3-209,0x000000d1e2,2,2,2018-02-20 10:29:32.957009
m3-217,m3-209,0x000000d2ab,2,2,2018-02-20 10:29:35.99397
m3-257,m3-244,0x000000d358,1,2,2018-02-20 10:29:38.54549
m3-217,m3-209,0x000000d36f,1,1,2018-02-20 10:29:38.905708
m3-256,m3-232,0x000000d41f,1,1,2018-02-20 10:29:41.540917
m3-257,m3-244,0x000000d4e6,1,2,2018-02-20 10:29:44.534206
m3-232,m3-212,0x000000d4ee,1,1,2018-02-20 10:29:44.68073
m3-249,m3-241,0x000000d5ba,1,1,2018-02-20 10:29:47.700536
m3-228,m3-216,0x000000d5c2,1,1,2018-02-20 10:29:47.820306
m3-220,m3-207,0x000000d5c4,1,3,2018-02-20 10:29:47.877808
m3-256,m3-257,0x000000d668,6,0,2018-02-20 10:29:50.328676
m3-224,m3-217,0x000000d677,2,2,2018-02-20 10:29:50.543596
m3-249,m3-241,0x000000d681,6,0,2018-02-20 10:29:50.68729
m3-244,m3-212,0x000000d68b,1,2,2018-02-20 10:29:50.849373
m3-240,m3-228,0x000000d6a6,6,0,2018-02-20 10:29:51.232888
m3-257,m3-244,0x000000d73b,1,2,2018-02-20 10:29:53.487916
m3-257,m3-244,0x000000d802,1,2,2018-02-20 10:29:56.457192
m3-249,m3-244,0x000000d80f,6,0,2018-02-20 10:29:56.638374
m3-228,m3-216,0x000000d8de,1,1,2018-02-20 10:29:59.745279
m3-244,m3-212,0x000000d8e0,1,2,2018-02-20 10:29:59.789009
m3-244,m3-212,0x000000da6e,1,2,2018-02-20 10:30:05.771777
m3-257,m3-244,0x000000db1e,1,2,2018-02-20 10:30:08.380823
m3-212,m3-207,0x000000db1e,1,2,2018-02-20 10:30:08.389403
m3-216,m3-207,0x000000db32,1,3,2018-02-20 10:30:08.675966
m3-249,m3-244,0x000000dbf2,6,0,2018-02-20 10:30:11.555899
m3-244,m3-220,0x000000dbf5,6,0,2018-02-20 10:30:11.607515
m3-257,m3-244,0x000000dd73,1,2,2018-02-20 10:30:17.317511
m3-224,m3-217,0x000000dd76,2,2,2018-02-20 10:30:17.359719
m3-249,m3-244,0x000000dd80,6,0,2018-02-20 10:30:17.521672
m3-220,m3-207,0x000000dd87,1,1,2018-02-20 10:30:17.61724
m3-256,m3-257,0x000000ddcd,6,0,2018-02-20 10:30:18.671806
m3-240,m3-228,0x000000de0d,6,0,2018-02-20 10:30:19.650512
m3-249,m3-241,0x000000de31,6,0,2018-02-20 10:30:20.169042
m3-224,m3-217,0x000000de3a,1,1,2018-02-20 10:30:20.3145
m3-220,m3-207,0x000000de4e,1,1,2018-02-20 10:30:20.607962
m3-217,m3-209,0x000000de54,2,2,2018-02-20 10:30:20.701339
m3-249,m3-244,0x000000df01,1,1,2018-02-20 10:30:23.309558
m3-245,m3-224,0x000000df01,1,1,2018-02-20 10:30:23.318349
m3-232,m3-212,0x000000df09,1,1,2018-02-20 10:30:23.416438
m3-217,m3-209,0x000000df18,1,2,2018-02-20 10:30:23.674932
m3-244,m3-212,0x000000dfc8,1,1,2018-02-20 10:30:26.269429
m3-252,m3-260,0x000000e08f,1,1,2018-02-20 10:30:29.261866
m3-257,m3-244,0x000000e08f,1,2,2018-02-20 10:30:29.273925
m3-261,m3-260,0x000000e08f,1,1,2018-02-20 10:30:29.277177
m3-245,m3-224,0x000000e156,1,1,2018-02-20 10:30:32.232322
m3-212,m3-207,0x000000e156,1,1,2018-02-20 10:30:32.250176
m3-257,m3-244,0x000000e21d,1,2,2018-02-20 10:30:35.250231
m3-260,m3-240,0x000000e21d,1,1,2018-02-20 10:30:35.251233
m3-252,m3-260,0x000000e21d,1,1,2018-02-20 10:30:35.264738
m3-260,m3-240,0x000000e2e4,1,1,2018-02-20 10:30:38.213501
m3-245,m3-224,0x000000e2e4,1,1,2018-02-20 10:30:38.230307
m3-257,m3-244,0x000000e3ab,1,2,2018-02-20 10:30:41.188144
m3-216,m3-207,0x000000e3bf,1,3,2018-02-20 10:30:41.476547
m3-256,m3-257,0x000000e531,6,0,2018-02-20 10:30:47.019227
m3-245,m3-224,0x000000e539,1,1,2018-02-20 10:30:47.148412
m3-257,m3-244,0x000000e539,1,2,2018-02-20 10:30:47.151667
m3-260,m3-240,0x000000e600,1,1,2018-02-20 10:30:50.169342
m3-252,m3-260,0x000000e600,1,1,2018-02-20 10:30:50.190398
m3-209,m3-207,0x000000e618,2,2,2018-02-20 10:30:50.482431
m3-245,m3-224,0x000000e6c7,1,1,2018-02-20 10:30:53.109997
m3-244,m3-212,0x000000e6c7,1,1,2018-02-20 10:30:53.17391
m3-209,m3-207,0x000000e6df,2,2,2018-02-20 10:30:53.473067
m3-257,m3-244,0x000000e78e,1,2,2018-02-20 10:30:56.090386
m3-260,m3-240,0x000000e78e,1,1,2018-02-20 10:30:56.098256
m3-244,m3-212,0x000000e78e,1,1,2018-02-20 10:30:56.122422
m3-216,m3-207,0x000000e7a2,1,3,2018-02-20 10:30:56.384902
m3-209,m3-207,0x000000e7a5,1,1,2018-02-20 10:30:56.446028
m3-252,m3-260,0x000000e855,1,1,2018-02-20 10:30:59.111373
m3-240,m3-220,0x000000e868,1,1,2018-02-20 10:30:59.354675
m3-216,m3-207,0x000000e930,1,3,2018-02-20 10:31:02.349062
m3-220,m3-207,0x000000e930,1,1,2018-02-20 10:31:02.449211
m3-260,m3-240,0x000000e9e3,1,1,2018-02-20 10:31:05.041731
m3-220,m3-207,0x000000e9f7,1,1,2018-02-20 10:31:05.339104
m3-216,m3-207,0x000000e9f7,1,2,2018-02-20 10:31:05.339906
m3-257,m3-244,0x000000eaaa,1,2,2018-02-20 10:31:08.031155
m3-257,m3-244,0x000000ec38,1,2,2018-02-20 10:31:13.990169
m3-240,m3-220,0x000000ec4b,1,1,2018-02-20 10:31:14.279501
m3-256,m3-257,0x000000ec96,6,0,2018-02-20 10:31:15.388143
m3-220,m3-207,0x000000ed13,1,1,2018-02-20 10:31:17.375641
m3-257,m3-244,0x000000edc6,1,2,2018-02-20 10:31:19.946287
m3-220,m3-207,0x000000edda,6,0,2018-02-20 10:31:20.382056
m3-265,m3-256,0x000000ee8d,1,1,2018-02-20 10:31:22.925733
m3-256,m3-232,0x000000f278,1,1,2018-02-20 10:31:37.976078
m3-220,m3-207,0x000000f284,6,0,2018-02-20 10:31:38.25037
m3-256,m3-232,0x000000f33f,1,1,2018-02-20 10:31:40.929774
m3-220,m3-207,0x000000f406,1,3,2018-02-20 10:31:43.958636
m3-232,m3-212,0x000000f4cd,1,1,2018-02-20 10:31:46.89939
m3-212,m3-207,0x000000f58c,1,1,2018-02-20 10:31:49.771508
m3-245,m3-244,0x000000f653,1,1,2018-02-20 10:31:52.751808
m3-220,m3-207,0x000000f65b,1,3,2018-02-20 10:31:52.855832
m3-257,m3-244,0x000000f71a,1,2,2018-02-20 10:31:55.720732
m3-244,m3-212,0x000000f71f,1,1,2018-02-20 10:31:55.797559
m3-220,m3-207,0x000000f722,1,1,2018-02-20 10:31:55.863818
m3-244,m3-212,0x000000f7e6,1,1,2018-02-20 10:31:58.777178
m3-257,m3-244,0x000000f8a8,1,2,2018-02-20 10:32:01.685948
m3-257,m3-244,0x000000fa36,1,2,2018-02-20 10:32:07.654132
m3-212,m3-207,0x000000fafd,1,1,2018-02-20 10:32:10.691828
m3-256,m3-257,0x000000fb60,6,0,2018-02-20 10:32:12.156266
m3-257,m3-244,0x000000fc8b,1,2,2018-02-20 10:32:16.59274
m3-244,m3-212,0x000000fc90,1,1,2018-02-20 10:32:16.666118
m3-257,m3-244,0x000000fe19,1,2,2018-02-20 10:32:22.555962
m3-244,m3-212,0x0000010073,1,1,2018-02-20 10:32:31.576454
m3-257,m3-244,0x0000010135,1,2,2018-02-20 10:32:34.47894
m3-244,m3-212,0x000001013a,6,0,2018-02-20 10:32:34.558666
m3-256,m3-257,0x00000102c4,6,0,2018-02-20 10:32:40.465625
m3-257,m3-244,0x000001038a,1,1,2018-02-20 10:32:43.435168
m3-244,m3-212,0x0000010456,6,0,2018-02-20 10:32:46.486872
m3-244,m3-212,0x0000010518,1,3,2018-02-20 10:32:49.405629
m3-257,m3-244,0x0000010518,1,1,2018-02-20 10:32:49.415827
m3-244,m3-212,0x00000106a6,1,3,2018-02-20 10:32:55.381973
m3-212,m3-207,0x00000106a6,1,1,2018-02-20 10:32:55.506066
m3-257,m3-244,0x000001076d,1,1,2018-02-20 10:32:58.337667
m3-257,m3-244,0x00000108fb,1,1,2018-02-20 10:33:04.303436
m3-257,m3-244,0x0000010b50,1,1,2018-02-20 10:33:13.253946
m3-244,m3-212,0x0000010cde,1,3,2018-02-20 10:33:19.206516
m3-257,m3-244,0x0000010da5,1,1,2018-02-20 10:33:22.189306
m3-244,m3-212,0x0000010f33,1,3,2018-02-20 10:33:28.170886
m3-264,m3-240,0x0000010ff0,6,0,2018-02-20 10:33:30.985613
m3-244,m3-212,0x00000110c1,6,0,2018-02-20 10:33:34.126765
m3-264,m3-236,0x0000011188,1,1,2018-02-20 10:33:37.126146
m3-257,m3-244,0x000001124f,1,1,2018-02-20 10:33:40.099789
m3-264,m3-236,0x00000113dd,1,1,2018-02-20 10:33:46.070255
m3-257,m3-244,0x00000113dd,1,1,2018-02-20 10:33:46.072344
m3-257,m3-244,0x000001156b,1,1,2018-02-20 10:33:52.055599
m3-264,m3-236,0x000001156b,1,1,2018-02-20 10:33:52.070511
m3-257,m3-244,0x00000116f9,1,1,2018-02-20 10:33:57.983625
m3-264,m3-236,0x00000117c0,1,1,2018-02-20 10:34:00.961293
m3-244,m3-212,0x00000117c0,6,0,2018-02-20 10:34:00.966877
m3-257,m3-244,0x0000011887,1,1,2018-02-20 10:34:03.958007
m3-257,m3-244,0x0000011ba3,1,1,2018-02-20 10:34:15.861187
m3-244,m3-212,0x0000011ba3,1,3,2018-02-20 10:34:15.871118
m3-244,m3-212,0x0000011c6a,1,2,2018-02-20 10:34:18.859845
m3-212,m3-207,0x0000011d3c,1,1,2018-02-20 10:34:22.024984
m3-264,m3-240,0x000001204d,1,1,2018-02-20 10:34:33.788479
m3-257,m3-256,0x0000012369,1,1,2018-02-20 10:34:45.677962
m3-256,m3-232,0x0000012438,1,1,2018-02-20 10:34:48.785108
m3-232,m3-212,0x00000124ff,1,1,2018-02-20 10:34:51.780723
m3-240,m3-220,0x0000012810,6,0,2018-02-20 10:35:03.517191
m3-264,m3-256,0x00000128da,1,1,2018-02-20 10:35:06.577429
m3-220,m3-207,0x00000128ee,2,2,2018-02-20 10:35:06.8449
m3-240,m3-212,0x00000129a1,1,3,2018-02-20 10:35:09.549475
m3-256,m3-232,0x00000129a9,1,1,2018-02-20 10:35:09.653988
m3-240,m3-212,0x0000012bf6,1,3,2018-02-20 10:35:18.484025
m3-220,m3-207,0x0000012cd2,2,2,2018-02-20 10:35:21.791298
m3-220,m3-207,0x0000012d84,1,1,2018-02-20 10:35:24.451278
m3-232,m3-212,0x0000012d8c,1,2,2018-02-20 10:35:24.56215
m3-264,m3-240,0x0000012e27,6,0,2018-02-20 10:35:26.879793
m3-240,m3-212,0x0000012e4b,1,3,2018-02-20 10:35:27.435206
m3-212,m3-207,0x0000012e56,1,2,2018-02-20 10:35:27.589896
m3-212,m3-207,0x0000013172,1,2,2018-02-20 10:35:39.51437
m3-264,m3-240,0x00000135b5,6,0,2018-02-20 10:35:55.879398
m3-240,m3-212,0x0000013866,1,3,2018-02-20 10:36:06.198638
m3-240,m3-212,0x0000013b82,1,3,2018-02-20 10:36:18.116993
m3-240,m3-212,0x0000013d10,1,1,2018-02-20 10:36:24.093314
m3-260,m3-212,0x0000013d10,1,3,2018-02-20 10:36:24.094687
m3-212,m3-207,0x0000013d1b,1,3,2018-02-20 10:36:24.24167
m3-264,m3-240,0x0000013d42,6,0,2018-02-20 10:36:24.841755
m3-240,m3-212,0x0000013dd7,1,1,2018-02-20 10:36:27.090886
m3-260,m3-240,0x0000013e3e,6,0,2018-02-20 10:36:28.606593
m3-260,m3-240,0x0000013e9e,1,3,2018-02-20 10:36:30.051684
m3-240,m3-212,0x0000013ea1,2,2,2018-02-20 10:36:30.083292
m3-212,m3-207,0x0000013eb5,1,1,2018-02-20 10:36:30.424174
m3-240,m3-212,0x000001402f,2,2,2018-02-20 10:36:36.047305
m3-240,m3-212,0x00000140f3,6,0,2018-02-20 10:36:38.993911
m3-240,m3-212,0x0000014281,6,0,2018-02-20 10:36:44.968679
m3-260,m3-240,0x0000014348,1,3,2018-02-20 10:36:47.941201
m3-240,m3-212,0x0000014348,1,1,2018-02-20 10:36:47.949821
m3-264,m3-240,0x00000144d0,6,0,2018-02-20 10:36:53.804717
m3-260,m3-240,0x00000144d6,1,3,2018-02-20 10:36:53.897422
m3-240,m3-212,0x000001459d,1,1,2018-02-20 10:36:56.883494
m3-260,m3-240,0x000001472b,1,3,2018-02-20 10:37:02.878507
m3-240,m3-212,0x00000147f2,1,1,2018-02-20 10:37:05.828793
m3-240,m3-212,0x0000014980,1,1,2018-02-20 10:37:11.796896
m3-260,m3-240,0x0000014bd5,1,3,2018-02-20 10:37:20.756388
m3-264,m3-240,0x0000014c5e,6,0,2018-02-20 10:37:22.784273
m3-240,m3-212,0x0000014fc9,1,3,2018-02-20 10:37:35.89826
m3-240,m3-212,0x0000015090,6,0,2018-02-20 10:37:38.8857
m3-240,m3-212,0x000001521e,6,0,2018-02-20 10:37:44.858017
m3-240,m3-212,0x00000152e5,1,3,2018-02-20 10:37:47.822105
m3-264,m3-240,0x00000153ec,6,0,2018-02-20 10:37:51.762692
m3-240,m3-212,0x0000015601,1,3,2018-02-20 10:37:59.753297
m3-240,m3-212,0x000001601c,1,3,2018-02-20 10:38:38.539153
m3-240,m3-212,0x0000016271,1,3,2018-02-20 10:38:47.45596
m3-240,m3-212,0x00000163ff,1,1,2018-02-20 10:38:53.436767
m3-244,m3-220,0x0000016715,1,3,2018-02-20 10:39:05.25705
m3-244,m3-212,0x0000016c10,6,0,2018-02-20 10:39:24.354784
m3-240,m3-212,0x0000016e1a,1,1,2018-02-20 10:39:32.182527
m3-244,m3-220,0x000001705e,1,3,2018-02-20 10:39:40.883473
m3-212,m3-207,0x000001713c,2,2,2018-02-20 10:39:44.276623
m3-245,m3-212,0x0000017441,1,1,2018-02-20 10:39:55.779351
m3-245,m3-212,0x0000017696,1,1,2018-02-20 10:40:04.729306
m3-264,m3-212,0x0000017824,1,1,2018-02-20 10:40:10.714306
m3-264,m3-212,0x00000178eb,1,1,2018-02-20 10:40:13.690343
m3-245,m3-212,0x00000178eb,1,1,2018-02-20 10:40:13.691549
m3-264,m3-212,0x0000017c07,1,1,2018-02-20 10:40:25.624863
m3-244,m3-212,0x0000017cce,1,3,2018-02-20 10:40:28.581919
m3-244,m3-212,0x0000017e5c,1,3,2018-02-20 10:40:34.567481
m3-264,m3-212,0x0000017e5c,1,1,2018-02-20 10:40:34.5759
m3-264,m3-212,0x0000017fea,1,1,2018-02-20 10:40:40.509653
m3-245,m3-212,0x00000180b1,1,1,2018-02-20 10:40:43.48788
m3-264,m3-256,0x000001813f,6,0,2018-02-20 10:40:45.619432
m3-244,m3-212,0x0000018178,1,3,2018-02-20 10:40:46.475568
m3-245,m3-212,0x0000018306,1,1,2018-02-20 10:40:52.461935
m3-244,m3-212,0x0000018306,1,3,2018-02-20 10:40:52.473849
m3-244,m3-212,0x0000018494,1,1,2018-02-20 10:40:58.412151
m3-212,m3-207,0x0000018572,1,3,2018-02-20 10:41:01.739881
m3-245,m3-212,0x0000018622,1,1,2018-02-20 10:41:04.388886
m3-212,m3-207,0x000001888e,1,3,2018-02-20 10:41:13.659538
m3-212,m3-207,0x0000018955,1,1,2018-02-20 10:41:16.655031
m3-245,m3-244,0x0000018b83,6,0,2018-02-20 10:41:24.992453
m3-249,m3-240,0x0000018de8,1,1,2018-02-20 10:41:34.17935
m3-249,m3-244,0x0000018e66,6,0,2018-02-20 10:41:36.066874
m3-240,m3-212,0x0000018ec0,1,1,2018-02-20 10:41:37.437433
m3-249,m3-240,0x000001903d,1,1,2018-02-20 10:41:43.125298
m3-244,m3-212,0x0000019044,2,2,2018-02-20 10:41:43.225961
m3-249,m3-240,0x0000019104,6,0,2018-02-20 10:41:46.104895
m3-249,m3-240,0x00000191cb,6,0,2018-02-20 10:41:49.088425
m3-249,m3-240,0x0000019292,1,1,2018-02-20 10:41:52.070339
m3-249,m3-240,0x0000019675,1,1,2018-02-20 10:42:06.985891
m3-244,m3-212,0x0000019998,2,2,2018-02-20 10:42:19.010808
m3-248,m3-212,0x0000019b1f,1,1,2018-02-20 10:42:24.868776
m3-240,m3-220,0x0000019d85,1,3,2018-02-20 10:42:34.066438
m3-248,m3-228,0x0000019db1,6,0,2018-02-20 10:42:34.728621
m3-248,m3-212,0x0000019e3b,1,1,2018-02-20 10:42:36.792661
m3-228,m3-216,0x0000019e4f,2,2,2018-02-20 10:42:37.110357
m3-228,m3-216,0x0000019f16,1,1,2018-02-20 10:42:40.084332
m3-216,m3-207,0x0000019f17,2,2,2018-02-20 10:42:40.095904
m3-248,m3-212,0x0000019fc9,1,1,2018-02-20 10:42:42.787228
