node,destination,asn,iana_6top_cmd,requested_cell,time
m3-240,m3-212,0x00000ce2f4,1,1,2018-02-20 13:47:02.069195
m3-232,m3-212,0x00000ce2f4,1,3,2018-02-20 13:47:02.0747
m3-212,m3-209,0x00000ce30a,1,3,2018-02-20 13:47:02.386741
m3-252,m3-224,0x00000ce392,6,0,2018-02-20 13:47:04.424189
m3-224,m3-212,0x00000ce3be,6,0,2018-02-20 13:47:05.08232
m3-228,m3-217,0x00000ce3c5,1,1,2018-02-20 13:47:05.186515
m3-261,m3-232,0x00000ce482,1,2,2018-02-20 13:47:08.070574
m3-260,m3-264,0x00000ce482,1,1,2018-02-20 13:47:08.086509
m3-236,m3-228,0x00000ce549,1,1,2018-02-20 13:47:11.036758
m3-240,m3-212,0x00000ce549,6,0,2018-02-20 13:47:11.043695
m3-228,m3-217,0x00000ce5d8,6,0,2018-02-20 13:47:13.155804
m3-261,m3-232,0x00000ce6d7,1,2,2018-02-20 13:47:16.981478
m3-228,m3-212,0x00000ce6d7,6,0,2018-02-20 13:47:17.000358
m3-228,m3-212,0x00000ce794,1,3,2018-02-20 13:47:19.797696
m3-232,m3-212,0x00000ce865,1,3,2018-02-20 13:47:22.941116
m3-232,m3-212,0x00000ce92c,1,3,2018-02-20 13:47:25.954775
m3-212,m3-209,0x00000ce942,1,3,2018-02-20 13:47:26.23997
m3-245,m3-236,0x00000ce9bd,6,0,2018-02-20 13:47:28.083587
m3-236,m3-228,0x00000ce9f3,1,1,2018-02-20 13:47:28.947987
m3-224,m3-212,0x00000ce9f6,6,0,2018-02-20 13:47:28.97044
m3-212,m3-209,0x00000cea09,1,3,2018-02-20 13:47:29.221609
m3-248,m3-228,0x00000ceabb,1,1,2018-02-20 13:47:31.907679
m3-224,m3-212,0x00000ceabd,6,0,2018-02-20 13:47:31.920894
m3-252,m3-224,0x00000ceb35,6,0,2018-02-20 13:47:33.733089
m3-236,m3-228,0x00000ceb81,1,1,2018-02-20 13:47:34.882748
m3-240,m3-212,0x00000ceb81,6,0,2018-02-20 13:47:34.885178
m3-228,m3-212,0x00000ced0f,1,3,2018-02-20 13:47:40.820988
m3-261,m3-232,0x00000cedd6,1,2,2018-02-20 13:47:43.804707
m3-236,m3-228,0x00000cee9d,1,1,2018-02-20 13:47:46.79031
m3-224,m3-212,0x00000ceea0,1,3,2018-02-20 13:47:46.821323
m3-212,m3-209,0x00000ceeb3,1,3,2018-02-20 13:47:47.112126
m3-224,m3-212,0x00000cef67,1,3,2018-02-20 13:47:49.818405
m3-212,m3-209,0x00000cef7a,1,3,2018-02-20 13:47:50.095727
m3-261,m3-232,0x00000cf02b,1,2,2018-02-20 13:47:52.75699
m3-248,m3-228,0x00000cf02c,1,1,2018-02-20 13:47:52.8148
m3-232,m3-212,0x00000cf02b,1,3,2018-02-20 13:47:52.967651
m3-232,m3-212,0x00000cf0f2,1,3,2018-02-20 13:47:55.715474
m3-212,m3-209,0x00000cf108,1,3,2018-02-20 13:47:56.056646
m3-245,m3-236,0x00000cf133,6,0,2018-02-20 13:47:56.729284
m3-236,m3-228,0x00000cf1b9,1,1,2018-02-20 13:47:58.716157
m3-224,m3-212,0x00000cf1bc,1,3,2018-02-20 13:47:58.782329
m3-261,m3-232,0x00000cf280,1,2,2018-02-20 13:48:01.698678
m3-252,m3-224,0x00000cf2d9,6,0,2018-02-20 13:48:03.074077
m3-240,m3-212,0x00000cf347,6,0,2018-02-20 13:48:04.697775
m3-232,m3-212,0x00000cf347,6,0,2018-02-20 13:48:04.718707
m3-224,m3-212,0x00000cf34a,1,3,2018-02-20 13:48:04.738393
m3-212,m3-209,0x00000cf35d,1,3,2018-02-20 13:48:05.002622
m3-232,m3-212,0x00000cf40e,6,0,2018-02-20 13:48:07.668742
m3-228,m3-212,0x00000cf40e,1,3,2018-02-20 13:48:07.671108
m3-212,m3-209,0x00000cf424,6,0,2018-02-20 13:48:07.983723
m3-261,m3-232,0x00000cf4d5,1,2,2018-02-20 13:48:10.636951
m3-228,m3-212,0x00000cf59c,1,3,2018-02-20 13:48:13.653005
m3-228,m3-212,0x00000cf663,1,3,2018-02-20 13:48:16.608407
m3-261,m3-232,0x00000cf663,1,2,2018-02-20 13:48:16.612293
m3-224,m3-212,0x00000cf666,1,3,2018-02-20 13:48:16.643694
m3-212,m3-209,0x00000cf679,1,3,2018-02-20 13:48:16.940568
m3-212,m3-209,0x00000cf740,1,3,2018-02-20 13:48:19.921728
m3-212,m3-207,0x00000cf807,1,3,2018-02-20 13:48:22.890167
m3-248,m3-228,0x00000cf980,1,1,2018-02-20 13:48:28.535041
m3-212,m3-207,0x00000cf995,1,3,2018-02-20 13:48:28.863411
m3-248,m3-228,0x00000cfa47,1,1,2018-02-20 13:48:31.521346
m3-212,m3-209,0x00000cfa7b,6,0,2018-02-20 13:48:32.317385
m3-252,m3-224,0x00000cfa7c,6,0,2018-02-20 13:48:32.33027
m3-232,m3-212,0x00000cfb0d,6,0,2018-02-20 13:48:34.514875
m3-212,m3-207,0x00000cfb23,1,3,2018-02-20 13:48:34.820483
m3-240,m3-212,0x00000cfbd4,6,0,2018-02-20 13:48:37.474828
m3-228,m3-212,0x00000cff03,1,3,2018-02-20 13:48:49.684051
m3-224,m3-212,0x00000cffba,1,3,2018-02-20 13:48:52.424686
m3-228,m3-212,0x00000d0091,1,3,2018-02-20 13:48:55.652213
m3-232,m3-212,0x00000d0145,6,0,2018-02-20 13:48:58.344319
m3-224,m3-212,0x00000d0148,6,0,2018-02-20 13:48:58.387526
m3-240,m3-212,0x00000d020c,6,0,2018-02-20 13:49:01.327427
m3-252,m3-224,0x00000d021f,6,0,2018-02-20 13:49:01.60695
m3-228,m3-212,0x00000d021f,1,1,2018-02-20 13:49:01.69948
m3-241,m3-233,0x00000d04d9,6,0,2018-02-20 13:49:12.069927
m3-217,m3-207,0x00000d0529,2,2,2018-02-20 13:49:13.268206
m3-212,m3-207,0x00000d053e,1,3,2018-02-20 13:49:13.583807
m3-241,m3-216,0x00000d05ef,1,1,2018-02-20 13:49:16.237132
m3-232,m3-212,0x00000d06b6,6,0,2018-02-20 13:49:19.246852
m3-233,m3-216,0x00000d06b6,1,1,2018-02-20 13:49:19.273194
m3-228,m3-212,0x00000d06c9,1,1,2018-02-20 13:49:19.500821
m3-212,m3-207,0x00000d06cc,1,3,2018-02-20 13:49:19.54514
m3-241,m3-216,0x00000d077d,1,1,2018-02-20 13:49:22.192858
m3-224,m3-212,0x00000d0780,6,0,2018-02-20 13:49:22.234702
m3-240,m3-212,0x00000d0844,6,0,2018-02-20 13:49:25.232308
m3-233,m3-216,0x00000d0844,1,1,2018-02-20 13:49:25.237532
m3-232,m3-212,0x00000d090b,6,0,2018-02-20 13:49:28.197825
m3-241,m3-216,0x00000d090b,1,1,2018-02-20 13:49:28.198004
m3-224,m3-212,0x00000d090e,1,3,2018-02-20 13:49:28.217407
m3-212,m3-207,0x00000d0921,1,3,2018-02-20 13:49:28.49119
m3-252,m3-224,0x00000d09c2,6,0,2018-02-20 13:49:30.900691
m3-217,m3-207,0x00000d0a9a,2,2,2018-02-20 13:49:34.212053
m3-233,m3-216,0x00000d0b60,1,1,2018-02-20 13:49:37.138625
m3-212,m3-207,0x00000d0c3d,1,3,2018-02-20 13:49:40.503132
m3-241,m3-216,0x00000d0cee,1,1,2018-02-20 13:49:43.068764
m3-224,m3-212,0x00000d0db8,1,3,2018-02-20 13:49:46.13927
m3-233,m3-216,0x00000d0e7c,1,1,2018-02-20 13:49:49.05633
m3-228,m3-212,0x00000d0f56,1,1,2018-02-20 13:49:52.300664
m3-233,m3-216,0x00000d100a,1,1,2018-02-20 13:49:55.0117
m3-224,m3-212,0x00000d100d,1,3,2018-02-20 13:49:55.048687
m3-240,m3-212,0x00000d10d1,1,1,2018-02-20 13:49:58.006938
m3-233,m3-216,0x00000d10d1,1,1,2018-02-20 13:49:58.012787
m3-252,m3-224,0x00000d1166,6,0,2018-02-20 13:50:00.251369
m3-240,m3-212,0x00000d1198,1,1,2018-02-20 13:50:00.993672
m3-233,m3-216,0x00000d125f,1,1,2018-02-20 13:50:03.993021
m3-240,m3-220,0x00000d125f,1,3,2018-02-20 13:50:04.014088
m3-232,m3-212,0x00000d125f,6,0,2018-02-20 13:50:04.021228
m3-224,m3-212,0x00000d1262,1,3,2018-02-20 13:50:04.02299
m3-232,m3-212,0x00000d1326,1,3,2018-02-20 13:50:06.953295
m3-209,m3-207,0x00000d1336,2,2,2018-02-20 13:50:07.161502
m3-212,m3-207,0x00000d133c,1,3,2018-02-20 13:50:07.248739
m3-240,m3-220,0x00000d13ed,1,3,2018-02-20 13:50:09.979664
m3-209,m3-207,0x00000d13fd,2,2,2018-02-20 13:50:10.156401
m3-241,m3-228,0x00000d14b4,1,1,2018-02-20 13:50:12.892033
m3-209,m3-207,0x00000d14c4,2,2,2018-02-20 13:50:13.126296
m3-228,m3-212,0x00000d14c7,1,1,2018-02-20 13:50:13.171597
m3-233,m3-216,0x00000d157b,1,1,2018-02-20 13:50:15.922672
m3-224,m3-212,0x00000d1584,1,3,2018-02-20 13:50:16.016018
m3-209,m3-207,0x00000d158b,2,2,2018-02-20 13:50:16.125661
m3-212,m3-207,0x00000d1591,1,3,2018-02-20 13:50:16.266868
m3-209,m3-207,0x00000d1653,2,2,2018-02-20 13:50:19.106106
m3-241,m3-228,0x00000d1709,1,1,2018-02-20 13:50:21.853449
m3-240,m3-220,0x00000d1709,1,3,2018-02-20 13:50:21.858842
m3-212,m3-207,0x00000d171f,1,3,2018-02-20 13:50:22.209172
m3-233,m3-216,0x00000d17d0,1,1,2018-02-20 13:50:24.825668
m3-209,m3-207,0x00000d17e1,2,2,2018-02-20 13:50:25.082617
m3-212,m3-207,0x00000d17e7,1,1,2018-02-20 13:50:25.287012
m3-224,m3-212,0x00000d18a0,1,3,2018-02-20 13:50:27.930448
m3-209,m3-207,0x00000d18a9,2,2,2018-02-20 13:50:28.064425
m3-212,m3-209,0x00000d1908,6,0,2018-02-20 13:50:29.490075
m3-252,m3-224,0x00000d1909,6,0,2018-02-20 13:50:29.504873
m3-232,m3-212,0x00000d195e,1,3,2018-02-20 13:50:30.783229
m3-224,m3-212,0x00000d1a2e,1,3,2018-02-20 13:50:33.89339
m3-228,m3-212,0x00000d1a38,1,2,2018-02-20 13:50:34.046706
m3-232,m3-212,0x00000d1aec,1,3,2018-02-20 13:50:36.786518
m3-224,m3-217,0x00000d1af5,6,0,2018-02-20 13:50:36.886505
m3-224,m3-217,0x00000d1d4a,6,0,2018-02-20 13:50:45.835641
m3-224,m3-217,0x00000d1e11,1,3,2018-02-20 13:50:48.803612
m3-212,m3-207,0x00000d1ee6,1,3,2018-02-20 13:50:52.018228
m3-244,m3-216,0x00000d1f96,1,1,2018-02-20 13:50:54.665762
m3-217,m3-207,0x00000d1f96,1,1,2018-02-20 13:50:54.681515
m3-228,m3-212,0x00000d1fa9,1,2,2018-02-20 13:50:55.036703
m3-212,m3-207,0x00000d2074,1,3,2018-02-20 13:50:58.004255
m3-224,m3-212,0x00000d20aa,6,0,2018-02-20 13:50:58.746173
m3-252,m3-224,0x00000d20ac,6,0,2018-02-20 13:50:58.783493
m3-217,m3-207,0x00000d21eb,1,1,2018-02-20 13:51:03.602512
m3-244,m3-216,0x00000d21eb,1,1,2018-02-20 13:51:03.608858
m3-217,m3-207,0x00000d22b2,1,1,2018-02-20 13:51:06.561288
m3-232,m3-212,0x00000d2379,1,3,2018-02-20 13:51:09.579349
m3-244,m3-216,0x00000d2379,1,1,2018-02-20 13:51:09.583403
m3-212,m3-207,0x00000d2457,1,3,2018-02-20 13:51:13.051813
m3-232,m3-212,0x00000d2507,1,3,2018-02-20 13:51:15.512923
m3-233,m3-240,0x00000d2507,1,1,2018-02-20 13:51:15.520283
m3-228,m3-212,0x00000d25e1,1,2,2018-02-20 13:51:18.770034
m3-233,m3-240,0x00000d2695,1,1,2018-02-20 13:51:21.475496
m3-224,m3-217,0x00000d269e,1,3,2018-02-20 13:51:21.602497
m3-233,m3-240,0x00000d2823,1,1,2018-02-20 13:51:27.480405
m3-240,m3-232,0x00000d2823,1,3,2018-02-20 13:51:27.505705
m3-261,m3-264,0x00000d2823,1,2,2018-02-20 13:51:27.52456
m3-232,m3-212,0x00000d2823,1,3,2018-02-20 13:51:27.534197
m3-252,m3-224,0x00000d2850,6,0,2018-02-20 13:51:28.135518
m3-212,m3-209,0x00000d284f,6,0,2018-02-20 13:51:28.71467
m3-217,m3-207,0x00000d28ea,1,1,2018-02-20 13:51:30.419931
m3-228,m3-212,0x00000d28fd,1,2,2018-02-20 13:51:30.699491
m3-264,m3-232,0x00000d29b1,1,2,2018-02-20 13:51:33.396215
m3-261,m3-232,0x00000d2adb,6,0,2018-02-20 13:51:37.905303
m3-244,m3-216,0x00000d2b3f,1,1,2018-02-20 13:51:39.372957
m3-232,m3-212,0x00000d2b3f,1,3,2018-02-20 13:51:39.386028
m3-240,m3-232,0x00000d2b3f,1,3,2018-02-20 13:51:39.390059
m3-233,m3-237,0x00000d2bcf,6,0,2018-02-20 13:51:41.525083
m3-237,m3-224,0x00000d2c0b,2,2,2018-02-20 13:51:42.416827
m3-232,m3-212,0x00000d2ccd,1,3,2018-02-20 13:51:45.325311
m3-244,m3-216,0x00000d2d94,1,1,2018-02-20 13:51:48.363405
m3-233,m3-240,0x00000d2d94,1,1,2018-02-20 13:51:48.38492
m3-264,m3-232,0x00000d2e5b,1,2,2018-02-20 13:51:51.280322
m3-232,m3-212,0x00000d2f22,1,3,2018-02-20 13:51:54.281901
m3-224,m3-217,0x00000d2f2b,1,1,2018-02-20 13:51:54.418642
m3-240,m3-232,0x00000d2fe9,1,3,2018-02-20 13:51:57.263486
m3-217,m3-207,0x00000d2fe9,1,1,2018-02-20 13:51:57.272205
m3-252,m3-224,0x00000d2ff3,6,0,2018-02-20 13:51:57.405321
m3-224,m3-212,0x00000d2ff1,6,0,2018-02-20 13:51:57.420196
m3-232,m3-212,0x00000d3177,1,3,2018-02-20 13:52:03.214623
m3-228,m3-212,0x00000d318a,1,2,2018-02-20 13:52:03.575543
m3-264,m3-232,0x00000d323e,1,2,2018-02-20 13:52:06.209157
m3-212,m3-207,0x00000d3255,1,2,2018-02-20 13:52:06.553946
m3-261,m3-232,0x00000d3284,6,0,2018-02-20 13:52:07.242227
m3-232,m3-212,0x00000d33cc,1,3,2018-02-20 13:52:12.149247
m3-212,m3-207,0x00000d34aa,1,2,2018-02-20 13:52:15.505178
m3-264,m3-228,0x00000d355a,1,3,2018-02-20 13:52:18.146423
m3-240,m3-232,0x00000d3621,1,3,2018-02-20 13:52:21.109409
m3-232,m3-212,0x00000d36e8,1,3,2018-02-20 13:52:24.185679
m3-233,m3-228,0x00000d36e8,1,1,2018-02-20 13:52:24.185813
m3-264,m3-228,0x00000d36e8,1,3,2018-02-20 13:52:24.190491
m3-224,m3-212,0x00000d3794,6,0,2018-02-20 13:52:26.65925
m3-252,m3-224,0x00000d3796,6,0,2018-02-20 13:52:26.758778
m3-240,m3-232,0x00000d37af,1,3,2018-02-20 13:52:27.060714
m3-228,m3-212,0x00000d37c2,1,1,2018-02-20 13:52:27.450429
m3-264,m3-248,0x00000d393d,1,3,2018-02-20 13:52:33.041466
m3-261,m3-232,0x00000d3a2d,6,0,2018-02-20 13:52:36.622688
m3-232,m3-212,0x00000d3acb,1,3,2018-02-20 13:52:39.034277
m3-240,m3-232,0x00000d3acb,1,3,2018-02-20 13:52:39.045437
m3-233,m3-240,0x00000d3b19,6,0,2018-02-20 13:52:40.164716
m3-232,m3-212,0x00000d3b92,1,3,2018-02-20 13:52:41.981761
m3-240,m3-232,0x00000d3c59,1,3,2018-02-20 13:52:45.026892
m3-244,m3-248,0x00000d3eae,1,1,2018-02-20 13:52:53.926686
m3-228,m3-212,0x00000d3ec1,1,1,2018-02-20 13:52:54.289141
m3-212,m3-207,0x00000d3ec5,1,2,2018-02-20 13:52:54.363351
m3-224,m3-212,0x00000d3f37,6,0,2018-02-20 13:52:55.961576
m3-212,m3-209,0x00000d3f39,6,0,2018-02-20 13:52:55.991491
m3-252,m3-224,0x00000d3f3a,6,0,2018-02-20 13:52:56.004869
m3-232,m3-212,0x00000d3f75,1,3,2018-02-20 13:52:56.883799
m3-248,m3-228,0x00000d3f88,1,1,2018-02-20 13:52:57.163738
m3-264,m3-232,0x00000d3fb5,6,0,2018-02-20 13:52:57.844363
m3-232,m3-212,0x00000d4103,1,2,2018-02-20 13:53:02.87249
m3-232,m3-212,0x00000d41ca,1,2,2018-02-20 13:53:05.850083
m3-261,m3-232,0x00000d41d7,6,0,2018-02-20 13:53:06.021512
m3-228,m3-212,0x00000d41dd,1,1,2018-02-20 13:53:06.213887
m3-233,m3-240,0x00000d42bf,6,0,2018-02-20 13:53:09.500944
m3-240,m3-232,0x00000d441f,1,2,2018-02-20 13:53:14.784235
m3-264,m3-248,0x00000d45ad,1,3,2018-02-20 13:53:20.760376
m3-232,m3-212,0x00000d45ad,1,2,2018-02-20 13:53:20.761642
m3-240,m3-232,0x00000d4674,1,2,2018-02-20 13:53:23.773741
m3-232,m3-212,0x00000d4674,1,2,2018-02-20 13:53:23.774152
m3-224,m3-212,0x00000d46db,6,0,2018-02-20 13:53:25.277698
m3-212,m3-209,0x00000d46dc,6,0,2018-02-20 13:53:25.299197
m3-252,m3-224,0x00000d46dd,6,0,2018-02-20 13:53:25.303219
m3-248,m3-228,0x00000d4815,1,1,2018-02-20 13:53:29.969389
m3-232,m3-212,0x00000d48c9,1,2,2018-02-20 13:53:32.659589
m3-261,m3-232,0x00000d4980,6,0,2018-02-20 13:53:35.400013
m3-232,m3-212,0x00000d4a57,1,2,2018-02-20 13:53:38.629111
m3-240,m3-232,0x00000d4b1e,1,2,2018-02-20 13:53:41.659198
m3-228,m3-212,0x00000d4b31,1,2,2018-02-20 13:53:41.967356
m3-232,m3-212,0x00000d4cac,6,0,2018-02-20 13:53:47.57668
m3-232,m3-212,0x00000d4d73,1,2,2018-02-20 13:53:50.560677
m3-264,m3-248,0x00000d4d73,1,3,2018-02-20 13:53:50.572158
m3-252,m3-228,0x00000d4e3a,1,1,2018-02-20 13:53:53.5502
m3-232,m3-212,0x00000d4e3a,1,2,2018-02-20 13:53:53.573605
m3-224,m3-212,0x00000d4e7e,6,0,2018-02-20 13:53:54.560683
m3-212,m3-209,0x00000d4e7f,6,0,2018-02-20 13:53:54.578218
m3-264,m3-232,0x00000d4ed0,6,0,2018-02-20 13:53:55.784016
m3-232,m3-212,0x00000d4f01,6,0,2018-02-20 13:53:56.543495
m3-264,m3-248,0x00000d4f0e,1,3,2018-02-20 13:53:56.712014
m3-248,m3-228,0x00000d4f14,1,3,2018-02-20 13:53:56.805068
m3-232,m3-220,0x00000d4fc8,6,0,2018-02-20 13:53:59.495545
m3-252,m3-228,0x00000d508f,1,1,2018-02-20 13:54:02.479703
m3-261,m3-232,0x00000d5129,6,0,2018-02-20 13:54:04.802398
m3-232,m3-220,0x00000d5156,6,0,2018-02-20 13:54:05.472801
m3-252,m3-228,0x00000d521d,1,1,2018-02-20 13:54:08.448657
m3-228,m3-212,0x00000d5230,1,2,2018-02-20 13:54:08.733785
m3-252,m3-228,0x00000d52e4,1,1,2018-02-20 13:54:11.46679
m3-248,m3-228,0x00000d52f7,1,3,2018-02-20 13:54:11.720783
m3-232,m3-212,0x00000d5382,6,0,2018-02-20 13:54:13.797536
m3-240,m3-232,0x00000d53ab,1,2,2018-02-20 13:54:14.407656
m3-264,m3-248,0x00000d53b8,1,3,2018-02-20 13:54:14.61869
m3-248,m3-228,0x00000d53be,1,3,2018-02-20 13:54:14.717063
m3-232,m3-220,0x00000d5472,6,0,2018-02-20 13:54:17.392505
m3-228,m3-212,0x00000d5485,1,1,2018-02-20 13:54:17.686809
m3-228,m3-212,0x00000d554c,1,1,2018-02-20 13:54:20.662379
m3-248,m3-228,0x00000d5613,1,3,2018-02-20 13:54:23.65641
m3-224,m3-212,0x00000d5622,6,0,2018-02-20 13:54:23.866951
m3-252,m3-264,0x00000d5624,6,0,2018-02-20 13:54:23.899702
m3-240,m3-232,0x00000d56c7,1,2,2018-02-20 13:54:26.335667
m3-228,m3-212,0x00000d56da,1,1,2018-02-20 13:54:26.630101
m3-240,m3-232,0x00000d5855,1,2,2018-02-20 13:54:32.316415
m3-264,m3-248,0x00000d5862,1,2,2018-02-20 13:54:32.508338
m3-261,m3-232,0x00000d58d2,6,0,2018-02-20 13:54:34.173786
m3-232,m3-212,0x00000d5b0a,6,0,2018-02-20 13:54:42.686145
m3-248,m3-228,0x00000d5b84,1,3,2018-02-20 13:54:44.519819
m3-248,m3-228,0x00000d5c4b,1,1,2018-02-20 13:54:47.501363
m3-228,m3-212,0x00000d5c4b,1,2,2018-02-20 13:54:47.636447
m3-228,m3-212,0x00000d5d12,1,1,2018-02-20 13:54:50.483719
m3-224,m3-212,0x00000d5dc4,6,0,2018-02-20 13:54:53.135812
m3-232,m3-220,0x00000d5e8d,6,0,2018-02-20 13:54:56.15269
m3-264,m3-248,0x00000d5e9a,1,2,2018-02-20 13:54:56.364269
m3-248,m3-228,0x00000d602e,1,2,2018-02-20 13:55:02.400169
m3-261,m3-232,0x00000d607b,6,0,2018-02-20 13:55:03.551245
m3-232,m3-220,0x00000d6270,6,0,2018-02-20 13:55:11.074004
m3-232,m3-220,0x00000d6337,6,0,2018-02-20 13:55:14.054317
m3-228,m3-212,0x00000d634a,1,1,2018-02-20 13:55:14.33185
m3-249,m3-228,0x00000d63fe,1,1,2018-02-20 13:55:17.035216
m3-228,m3-212,0x00000d6411,1,1,2018-02-20 13:55:17.306569
m3-232,m3-220,0x00000d64c5,6,0,2018-02-20 13:55:20.028165
m3-228,m3-212,0x00000d64d8,6,0,2018-02-20 13:55:20.424026
m3-224,m3-212,0x00000d6568,6,0,2018-02-20 13:55:22.445047
m3-249,m3-228,0x00000d658c,1,1,2018-02-20 13:55:22.998699
m3-248,m3-228,0x00000d672d,1,2,2018-02-20 13:55:29.237193
m3-248,m3-228,0x00000d67f4,1,2,2018-02-20 13:55:32.22403
m3-228,m3-212,0x00000d67f4,6,0,2018-02-20 13:55:32.225045
m3-261,m3-232,0x00000d6825,6,0,2018-02-20 13:55:32.952757
m3-249,m3-240,0x00000d682c,6,0,2018-02-20 13:55:33.058166
m3-228,m3-212,0x00000d6982,6,0,2018-02-20 13:55:38.18884
m3-232,m3-212,0x00000d6a1a,6,0,2018-02-20 13:55:40.485566
m3-240,m3-232,0x00000d6a28,6,0,2018-02-20 13:55:40.668055
m3-249,m3-228,0x00000d6a36,1,1,2018-02-20 13:55:40.890019
m3-248,m3-228,0x00000d6b10,1,2,2018-02-20 13:55:44.154967
m3-228,m3-212,0x00000d6bd7,6,0,2018-02-20 13:55:47.127898
m3-232,m3-220,0x00000d6c8b,6,0,2018-02-20 13:55:49.845784
m3-248,m3-228,0x00000d6c9e,1,2,2018-02-20 13:55:50.111869
m3-224,m3-212,0x00000d6d0b,6,0,2018-02-20 13:55:51.739672
m3-212,m3-209,0x00000d6d0d,6,0,2018-02-20 13:55:51.772917
m3-232,m3-220,0x00000d6d52,1,3,2018-02-20 13:55:52.831521
m3-228,m3-212,0x00000d6ef3,6,0,2018-02-20 13:55:59.065156
m3-228,m3-212,0x00000d6fba,1,3,2018-02-20 13:56:02.058563
m3-261,m3-232,0x00000d6fce,6,0,2018-02-20 13:56:02.335669
m3-240,m3-212,0x00000d706e,1,1,2018-02-20 13:56:04.737198
m3-228,m3-212,0x00000d7081,1,3,2018-02-20 13:56:05.038539
m3-248,m3-228,0x00000d7081,1,2,2018-02-20 13:56:05.038769
m3-232,m3-220,0x00000d7135,1,3,2018-02-20 13:56:07.718413
m3-232,m3-220,0x00000d71fc,1,2,2018-02-20 13:56:10.700306
m3-249,m3-228,0x00000d72c3,1,1,2018-02-20 13:56:13.771053
m3-232,m3-220,0x00000d72c3,1,2,2018-02-20 13:56:13.783579
m3-240,m3-212,0x00000d72c3,1,1,2018-02-20 13:56:13.796126
m3-220,m3-207,0x00000d72c3,1,3,2018-02-20 13:56:13.806491
m3-228,m3-212,0x00000d72d6,1,3,2018-02-20 13:56:13.99201
m3-220,m3-207,0x00000d7451,1,1,2018-02-20 13:56:19.630707
m3-224,m3-212,0x00000d74ae,6,0,2018-02-20 13:56:21.034514
m3-228,m3-212,0x00000d752b,1,3,2018-02-20 13:56:22.908627
m3-240,m3-212,0x00000d75df,1,1,2018-02-20 13:56:25.601416
m3-232,m3-220,0x00000d75df,1,2,2018-02-20 13:56:25.602731
m3-220,m3-207,0x00000d76a6,1,1,2018-02-20 13:56:28.589733
m3-232,m3-220,0x00000d76a6,1,2,2018-02-20 13:56:28.630492
m3-248,m3-228,0x00000d76b9,1,2,2018-02-20 13:56:28.875014
m3-240,m3-212,0x00000d776d,1,1,2018-02-20 13:56:31.611774
m3-261,m3-232,0x00000d7777,6,0,2018-02-20 13:56:31.742675
m3-232,m3-212,0x00000d7834,1,3,2018-02-20 13:56:34.554547
m3-220,m3-207,0x00000d7834,1,1,2018-02-20 13:56:34.56295
m3-220,m3-207,0x00000d78fb,1,1,2018-02-20 13:56:37.58934
m3-248,m3-228,0x00000d790e,6,0,2018-02-20 13:56:37.833687
m3-228,m3-212,0x00000d790e,1,3,2018-02-20 13:56:37.857744
m3-248,m3-228,0x00000d79d5,6,0,2018-02-20 13:56:40.801243
m3-248,m3-228,0x00000d7a96,1,3,2018-02-20 13:56:43.702969
m3-232,m3-212,0x00000d7c17,1,3,2018-02-20 13:56:49.496231
m3-224,m3-212,0x00000d7c52,6,0,2018-02-20 13:56:50.354076
m3-240,m3-212,0x00000d7da5,1,1,2018-02-20 13:56:55.430068
m3-232,m3-212,0x00000d7e6c,1,3,2018-02-20 13:56:58.404251
m3-220,m3-207,0x00000d7e6c,1,1,2018-02-20 13:56:58.404942
m3-261,m3-232,0x00000d7f20,6,0,2018-02-20 13:57:01.108152
m3-249,m3-252,0x00000d7f33,1,1,2018-02-20 13:57:01.3852
m3-240,m3-212,0x00000d7ffa,1,1,2018-02-20 13:57:04.362967
m3-252,m3-228,0x00000d7ffa,1,1,2018-02-20 13:57:04.369218
m3-248,m3-228,0x00000d8007,1,3,2018-02-20 13:57:04.569001
m3-232,m3-212,0x00000d8188,1,3,2018-02-20 13:57:10.371296
m3-252,m3-228,0x00000d8188,1,1,2018-02-20 13:57:10.376353
m3-240,m3-212,0x00000d824f,1,1,2018-02-20 13:57:13.327362
m3-248,m3-228,0x00000d8323,1,3,2018-02-20 13:57:16.48856
m3-232,m3-212,0x00000d83dd,1,3,2018-02-20 13:57:19.291674
m3-224,m3-212,0x00000d83f5,6,0,2018-02-20 13:57:19.635676
m3-252,m3-228,0x00000d84a4,6,0,2018-02-20 13:57:22.342112
m3-240,m3-212,0x00000d84a4,1,1,2018-02-20 13:57:22.343366
m3-264,m3-224,0x00000d863f,1,3,2018-02-20 13:57:28.419663
m3-261,m3-232,0x00000d86ca,6,0,2018-02-20 13:57:30.503722
m3-264,m3-224,0x00000d87cd,1,3,2018-02-20 13:57:34.38706
m3-232,m3-212,0x00000d8887,1,3,2018-02-20 13:57:37.176917
m3-252,m3-228,0x00000d8a15,6,0,2018-02-20 13:57:43.125307
m3-257,m3-236,0x00000d8a16,1,1,2018-02-20 13:57:43.148071
m3-248,m3-228,0x00000d8a22,1,3,2018-02-20 13:57:43.337914
m3-253,m3-248,0x00000d8aa3,6,0,2018-02-20 13:57:45.260392
m3-252,m3-228,0x00000d8adc,6,0,2018-02-20 13:57:46.134919
m3-244,m3-212,0x00000d8adc,1,1,2018-02-20 13:57:46.141207
m3-248,m3-228,0x00000d8c77,1,3,2018-02-20 13:57:52.278039
